ICDO32_Code,ICDO32_Term,Site_Specific,Site_Subset_Codes,Site_Subset_Labels,Subset_Site_Count,Code_Allowed_Site_Count,Code_Allowed_Sites_Summary,Code_Allowed_Site_Codes,Rationale,Source,Source_Name
8140/3,Microcystic acinar adenocarcinoma,Yes,C619,C619=Prostate,1,186,Adrenal (3); Anus (4); Biliary (4); Bladder (10); Breast (9); Cervix (4); Colon (10); Endocrine (7); Esophagus (8); Eye (9); GI tract (3); Gallbladder (1); Ill-defined (8); Liver (1); Lung (6); Male genital (4); Nasal/middle ear (2); Oropharynx (6); Ovary (1); Palate (2); Pancreas (8); Penis (5); Peritoneum/retroperitoneum (2); Pharynx (2); Prostate (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Respiratory (2); Salivary (5); Sinuses (6); Skin (10); Small intestine (6); Stomach (9); Thymus (1); Thyroid (1); Tongue (2); Tonsil (4); Trachea (1); Unknown primary (1); Ureter (1); Urinary (2); Uterus (6); Vagina (1); Vulva (5),"C019, C024, C051, C052, C079, C080, C081, C088, C089, C090, C091, C098, C099, C100, C101, C102, C103, C108, C109, C140, C142, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C268, C269, C300, C301, C310, C311, C312, C313, C318, C319, C339, C340, C341, C342, C343, C348, C349, C379, C390, C399, C440, C441, C442, C443, C444, C445, C446, C447, C448, C449, C480, C488, C500, C501, C502, C503, C504, C505, C506, C508, C509, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C540, C541, C543, C548, C549, C559, C569, C600, C601, C602, C608, C609, C619, C630, C631, C632, C637, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C681, C690, C691, C692, C693, C694, C695, C696, C698, C699, C739, C740, C741, C749, C750, C751, C752, C754, C755, C758, C759, C760, C761, C762, C763, C764, C765, C767, C768, C809","Microcystic adenocarcinoma is a WHO variant of prostatic acinar adenocarcinoma, restricted to the prostate among this code's valid sites.",https://www.nature.com/articles/modpathol2017137,Humphrey PA. Variants of acinar adenocarcinoma of the prostate. Modern Pathology 2018 (WHO 2016 acinar variants)
8140/3,Non-ampullary adenocarcinoma,Yes,"C170, C171, C172, C178, C179",C170=Duodenum; C171=Jejunum; C172=Ileum; C178=Small intestine-overlapping; C179=Small intestine NOS,5,186,Adrenal (3); Anus (4); Biliary (4); Bladder (10); Breast (9); Cervix (4); Colon (10); Endocrine (7); Esophagus (8); Eye (9); GI tract (3); Gallbladder (1); Ill-defined (8); Liver (1); Lung (6); Male genital (4); Nasal/middle ear (2); Oropharynx (6); Ovary (1); Palate (2); Pancreas (8); Penis (5); Peritoneum/retroperitoneum (2); Pharynx (2); Prostate (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Respiratory (2); Salivary (5); Sinuses (6); Skin (10); Small intestine (6); Stomach (9); Thymus (1); Thyroid (1); Tongue (2); Tonsil (4); Trachea (1); Unknown primary (1); Ureter (1); Urinary (2); Uterus (6); Vagina (1); Vulva (5),"C019, C024, C051, C052, C079, C080, C081, C088, C089, C090, C091, C098, C099, C100, C101, C102, C103, C108, C109, C140, C142, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C268, C269, C300, C301, C310, C311, C312, C313, C318, C319, C339, C340, C341, C342, C343, C348, C349, C379, C390, C399, C440, C441, C442, C443, C444, C445, C446, C447, C448, C449, C480, C488, C500, C501, C502, C503, C504, C505, C506, C508, C509, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C540, C541, C543, C548, C549, C559, C569, C600, C601, C602, C608, C609, C619, C630, C631, C632, C637, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C681, C690, C691, C692, C693, C694, C695, C696, C698, C699, C739, C740, C741, C749, C750, C751, C752, C754, C755, C758, C759, C760, C761, C762, C763, C764, C765, C767, C768, C809","'Non-ampullary adenocarcinoma' denotes duodenal/small-intestinal adenocarcinoma sparing the ampulla; it is used for small-bowel (mainly duodenal) tumours, a subset of this code's valid sites.",https://www.nature.com/articles/modpathol2016174,Xue Y et al. Non-ampullary-duodenal carcinomas. Modern Pathology 2017
8140/3,Non–intestinal-type sinonasal adenocarcinoma,Yes,"C300, C310, C311, C312, C313, C318, C319",C300=Nasal/middle ear; C310=Sinuses; C311=Sinuses; C312=Sinuses; C313=Sinuses; C318=Sinuses; C319=Sinuses,7,186,Adrenal (3); Anus (4); Biliary (4); Bladder (10); Breast (9); Cervix (4); Colon (10); Endocrine (7); Esophagus (8); Eye (9); GI tract (3); Gallbladder (1); Ill-defined (8); Liver (1); Lung (6); Male genital (4); Nasal/middle ear (2); Oropharynx (6); Ovary (1); Palate (2); Pancreas (8); Penis (5); Peritoneum/retroperitoneum (2); Pharynx (2); Prostate (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Respiratory (2); Salivary (5); Sinuses (6); Skin (10); Small intestine (6); Stomach (9); Thymus (1); Thyroid (1); Tongue (2); Tonsil (4); Trachea (1); Unknown primary (1); Ureter (1); Urinary (2); Uterus (6); Vagina (1); Vulva (5),"C019, C024, C051, C052, C079, C080, C081, C088, C089, C090, C091, C098, C099, C100, C101, C102, C103, C108, C109, C140, C142, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C268, C269, C300, C301, C310, C311, C312, C313, C318, C319, C339, C340, C341, C342, C343, C348, C349, C379, C390, C399, C440, C441, C442, C443, C444, C445, C446, C447, C448, C449, C480, C488, C500, C501, C502, C503, C504, C505, C506, C508, C509, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C540, C541, C543, C548, C549, C559, C569, C600, C601, C602, C608, C609, C619, C630, C631, C632, C637, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C681, C690, C691, C692, C693, C694, C695, C696, C698, C699, C739, C740, C741, C749, C750, C751, C752, C754, C755, C758, C759, C760, C761, C762, C763, C764, C765, C767, C768, C809",Non-intestinal-type sinonasal adenocarcinoma is a WHO entity of the nasal cavity and paranasal sinuses.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4746143/,Leivo I. Sinonasal Adenocarcinoma: Update on Classification. Head Neck Pathol 2016 (PMC4746143)
8140/3,Paneth cell carcinoma,Yes,"C155, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C239, C241",C155=Esophagus-lower third; C159=Esophagus NOS; C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS; C170=Duodenum; C171=Jejunum; C172=Ileum; C173=Meckel diverticulum; C178=Small intestine-overlapping; C179=Small intestine NOS; C180=Cecum; C181=Appendix; C182=Ascending colon; C183=Hepatic flexure; C184=Transverse colon; C185=Splenic flexure; C186=Descending colon; C187=Sigmoid colon; C188=Colon-overlapping; C189=Colon NOS; C199=Rectosigmoid junction; C209=Rectum NOS; C239=Gallbladder; C241=Ampulla of Vater,31,186,Adrenal (3); Anus (4); Biliary (4); Bladder (10); Breast (9); Cervix (4); Colon (10); Endocrine (7); Esophagus (8); Eye (9); GI tract (3); Gallbladder (1); Ill-defined (8); Liver (1); Lung (6); Male genital (4); Nasal/middle ear (2); Oropharynx (6); Ovary (1); Palate (2); Pancreas (8); Penis (5); Peritoneum/retroperitoneum (2); Pharynx (2); Prostate (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Respiratory (2); Salivary (5); Sinuses (6); Skin (10); Small intestine (6); Stomach (9); Thymus (1); Thyroid (1); Tongue (2); Tonsil (4); Trachea (1); Unknown primary (1); Ureter (1); Urinary (2); Uterus (6); Vagina (1); Vulva (5),"C019, C024, C051, C052, C079, C080, C081, C088, C089, C090, C091, C098, C099, C100, C101, C102, C103, C108, C109, C140, C142, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C268, C269, C300, C301, C310, C311, C312, C313, C318, C319, C339, C340, C341, C342, C343, C348, C349, C379, C390, C399, C440, C441, C442, C443, C444, C445, C446, C447, C448, C449, C480, C488, C500, C501, C502, C503, C504, C505, C506, C508, C509, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C540, C541, C543, C548, C549, C559, C569, C600, C601, C602, C608, C609, C619, C630, C631, C632, C637, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C681, C690, C691, C692, C693, C694, C695, C696, C698, C699, C739, C740, C741, C749, C750, C751, C752, C754, C755, C758, C759, C760, C761, C762, C763, C764, C765, C767, C768, C809","Paneth cell carcinoma / Paneth cell-rich adenocarcinoma is reported only along the GI tract (stomach, small intestine incl. ampulla, colon/appendix, gallbladder, Meckel diverticulum, GE junction); it does not occur across the many non-GI sites (lung, breast, salivary, GU) that this broad code allows, so it occupies a proper GI subset of the code ceiling.",https://pmc.ncbi.nlm.nih.gov/articles/PMC6323739/,"Zhang et al., Gastroesophageal junction Paneth cell carcinoma, Diagnostic Pathology 2019 (literature review of reported GI sites: stomach, colon, small intestine, ampulla, gallbladder, Meckel diverticulum)"
8140/3,Pleomorphic giant cell acinar adenocarcinoma,Yes,C619,C619=Prostate,1,186,Adrenal (3); Anus (4); Biliary (4); Bladder (10); Breast (9); Cervix (4); Colon (10); Endocrine (7); Esophagus (8); Eye (9); GI tract (3); Gallbladder (1); Ill-defined (8); Liver (1); Lung (6); Male genital (4); Nasal/middle ear (2); Oropharynx (6); Ovary (1); Palate (2); Pancreas (8); Penis (5); Peritoneum/retroperitoneum (2); Pharynx (2); Prostate (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Respiratory (2); Salivary (5); Sinuses (6); Skin (10); Small intestine (6); Stomach (9); Thymus (1); Thyroid (1); Tongue (2); Tonsil (4); Trachea (1); Unknown primary (1); Ureter (1); Urinary (2); Uterus (6); Vagina (1); Vulva (5),"C019, C024, C051, C052, C079, C080, C081, C088, C089, C090, C091, C098, C099, C100, C101, C102, C103, C108, C109, C140, C142, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C268, C269, C300, C301, C310, C311, C312, C313, C318, C319, C339, C340, C341, C342, C343, C348, C349, C379, C390, C399, C440, C441, C442, C443, C444, C445, C446, C447, C448, C449, C480, C488, C500, C501, C502, C503, C504, C505, C506, C508, C509, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C540, C541, C543, C548, C549, C559, C569, C600, C601, C602, C608, C609, C619, C630, C631, C632, C637, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C681, C690, C691, C692, C693, C694, C695, C696, C698, C699, C739, C740, C741, C749, C750, C751, C752, C754, C755, C758, C759, C760, C761, C762, C763, C764, C765, C767, C768, C809","Pleomorphic giant cell acinar adenocarcinoma is a WHO-recognized subtype of prostatic acinar adenocarcinoma, restricted to the prostate among this code's valid sites.",https://www.nature.com/articles/modpathol2017137,Humphrey PA. Variants of acinar adenocarcinoma of the prostate. Modern Pathology 2018 (WHO 2016 acinar variants)
8140/3,Pseudohyperplastic acinar adenocarcinoma,Yes,C619,C619=Prostate,1,186,Adrenal (3); Anus (4); Biliary (4); Bladder (10); Breast (9); Cervix (4); Colon (10); Endocrine (7); Esophagus (8); Eye (9); GI tract (3); Gallbladder (1); Ill-defined (8); Liver (1); Lung (6); Male genital (4); Nasal/middle ear (2); Oropharynx (6); Ovary (1); Palate (2); Pancreas (8); Penis (5); Peritoneum/retroperitoneum (2); Pharynx (2); Prostate (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Respiratory (2); Salivary (5); Sinuses (6); Skin (10); Small intestine (6); Stomach (9); Thymus (1); Thyroid (1); Tongue (2); Tonsil (4); Trachea (1); Unknown primary (1); Ureter (1); Urinary (2); Uterus (6); Vagina (1); Vulva (5),"C019, C024, C051, C052, C079, C080, C081, C088, C089, C090, C091, C098, C099, C100, C101, C102, C103, C108, C109, C140, C142, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C268, C269, C300, C301, C310, C311, C312, C313, C318, C319, C339, C340, C341, C342, C343, C348, C349, C379, C390, C399, C440, C441, C442, C443, C444, C445, C446, C447, C448, C449, C480, C488, C500, C501, C502, C503, C504, C505, C506, C508, C509, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C540, C541, C543, C548, C549, C559, C569, C600, C601, C602, C608, C609, C619, C630, C631, C632, C637, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C681, C690, C691, C692, C693, C694, C695, C696, C698, C699, C739, C740, C741, C749, C750, C751, C752, C754, C755, C758, C759, C760, C761, C762, C763, C764, C765, C767, C768, C809","Pseudohyperplastic adenocarcinoma is a WHO variant of prostatic acinar adenocarcinoma, restricted to the prostate among this code's valid sites.",https://www.nature.com/articles/modpathol2017137,Humphrey PA. Variants of acinar adenocarcinoma of the prostate. Modern Pathology 2018 (WHO 2016 acinar variants)
8144/2,"Adenoma, ampullary-duodenal, high-grade",Yes,"C170, C241",C170=Duodenum; C241=Ampulla of Vater,2,30,Biliary (1); Colon (10); GI tract (1); Gallbladder (1); Rectosigmoid (1); Rectum (1); Small intestine (6); Stomach (9),"C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C239, C241, C260","The 'ampullary-duodenal' qualifier confines this intestinal-type adenoma to the duodenum and ampulla of Vater, a proper subset of the code's whole-GI ceiling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3075174/,Duodenal adenomas involving the ampulla of Vater (PMC3075174)
8144/2,"Intestinal-type gastric adenoma, high-grade",Yes,"C160, C161, C162, C163, C164, C165, C166, C168, C169",C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS,9,30,Biliary (1); Colon (10); GI tract (1); Gallbladder (1); Rectosigmoid (1); Rectum (1); Small intestine (6); Stomach (9),"C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C239, C241, C260",Intestinal-type gastric adenoma is a defined gastric precursor lesion in the WHO stomach chapter; the 'gastric' qualifier confines this term to the stomach within the code's whole-GI ceiling.,https://whobluebooks.iarc.who.int/structures/digestive-system-tumours/,WHO Classification of Digestive System Tumours 5th ed (structure: intestinal-type gastric adenoma)
8144/2,"Sporadic intestinal-type gastric adenoma, high grade",Yes,"C160, C161, C162, C163, C164, C165, C166, C168, C169",C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS,9,30,Biliary (1); Colon (10); GI tract (1); Gallbladder (1); Rectosigmoid (1); Rectum (1); Small intestine (6); Stomach (9),"C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C239, C241, C260",Intestinal-type gastric adenoma is a defined gastric precursor lesion in the WHO stomach chapter; the 'gastric' qualifier confines this term to the stomach within the code's whole-GI ceiling.,https://whobluebooks.iarc.who.int/structures/digestive-system-tumours/,WHO Classification of Digestive System Tumours 5th ed (structure: intestinal-type gastric adenoma)
8144/2,"Syndromic intestinal-type gastric adenoma, high grade",Yes,"C160, C161, C162, C163, C164, C165, C166, C168, C169",C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS,9,30,Biliary (1); Colon (10); GI tract (1); Gallbladder (1); Rectosigmoid (1); Rectum (1); Small intestine (6); Stomach (9),"C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C239, C241, C260",Intestinal-type gastric adenoma is a defined gastric precursor lesion in the WHO stomach chapter; the 'gastric' qualifier confines this term to the stomach within the code's whole-GI ceiling.,https://whobluebooks.iarc.who.int/structures/digestive-system-tumours/,WHO Classification of Digestive System Tumours 5th ed (structure: intestinal-type gastric adenoma)
8144/3,Adenocarcinoma of intestinal type,Yes,"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C530, C531, C538, C539, C529",C150=Esophagus-cervical; C151=Esophagus-thoracic; C152=Esophagus-abdominal; C153=Esophagus-upper third; C154=Esophagus-middle third; C155=Esophagus-lower third; C158=Esophagus-overlapping; C159=Esophagus NOS; C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS; C170=Duodenum; C171=Jejunum; C172=Ileum; C173=Meckel diverticulum; C178=Small intestine-overlapping; C179=Small intestine NOS; C180=Cecum; C181=Appendix; C182=Ascending colon; C183=Hepatic flexure; C184=Transverse colon; C185=Splenic flexure; C186=Descending colon; C187=Sigmoid colon; C188=Colon-overlapping; C189=Colon NOS; C199=Rectosigmoid junction; C209=Rectum NOS; C221=Intrahepatic bile duct; C239=Gallbladder; C240=Extrahepatic bile duct; C241=Ampulla of Vater; C248=Biliary-overlapping; C249=Biliary NOS; C260=Intestinal tract NOS; C269=GI tract NOS; C300=Nasal/middle ear; C310=Sinuses; C311=Sinuses; C312=Sinuses; C313=Sinuses; C318=Sinuses; C319=Sinuses; C670=Bladder; C671=Bladder; C672=Bladder; C673=Bladder; C674=Bladder; C675=Bladder; C676=Bladder; C677=Bladder; C678=Bladder; C679=Bladder; C680=Urinary; C530=Cervix; C531=Cervix; C538=Cervix; C539=Cervix; C529=Vagina,66,86,Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (2); Gallbladder (1); Liver (1); Lung (6); Nasal/middle ear (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Salivary (5); Sinuses (6); Small intestine (6); Stomach (9); Thymus (1); Ureter (1); Urinary (1); Uterus (1); Vagina (1); Vulva (5),"C079, C080, C081, C088, C089, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C340, C341, C342, C343, C348, C349, C379, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","'Intestinal-type' (enteric-type) adenocarcinoma is reported across the GI tract, sinonasal cavity, urinary bladder (enteric-type), cervix and vagina, but not at the lung or salivary glands within this code's ceiling, so its usage is a strict proper subset.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8293118/,PubMed Central - sinonasal intestinal-type adenocarcinoma (ITAC)
8144/3,"Adenocarcinoma, intestinal type",Yes,"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C530, C531, C538, C539, C529",C150=Esophagus-cervical; C151=Esophagus-thoracic; C152=Esophagus-abdominal; C153=Esophagus-upper third; C154=Esophagus-middle third; C155=Esophagus-lower third; C158=Esophagus-overlapping; C159=Esophagus NOS; C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS; C170=Duodenum; C171=Jejunum; C172=Ileum; C173=Meckel diverticulum; C178=Small intestine-overlapping; C179=Small intestine NOS; C180=Cecum; C181=Appendix; C182=Ascending colon; C183=Hepatic flexure; C184=Transverse colon; C185=Splenic flexure; C186=Descending colon; C187=Sigmoid colon; C188=Colon-overlapping; C189=Colon NOS; C199=Rectosigmoid junction; C209=Rectum NOS; C221=Intrahepatic bile duct; C239=Gallbladder; C240=Extrahepatic bile duct; C241=Ampulla of Vater; C248=Biliary-overlapping; C249=Biliary NOS; C260=Intestinal tract NOS; C269=GI tract NOS; C300=Nasal/middle ear; C310=Sinuses; C311=Sinuses; C312=Sinuses; C313=Sinuses; C318=Sinuses; C319=Sinuses; C670=Bladder; C671=Bladder; C672=Bladder; C673=Bladder; C674=Bladder; C675=Bladder; C676=Bladder; C677=Bladder; C678=Bladder; C679=Bladder; C680=Urinary; C530=Cervix; C531=Cervix; C538=Cervix; C539=Cervix; C529=Vagina,66,86,Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (2); Gallbladder (1); Liver (1); Lung (6); Nasal/middle ear (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Salivary (5); Sinuses (6); Small intestine (6); Stomach (9); Thymus (1); Ureter (1); Urinary (1); Uterus (1); Vagina (1); Vulva (5),"C079, C080, C081, C088, C089, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C340, C341, C342, C343, C348, C349, C379, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","'Intestinal-type' (enteric-type) adenocarcinoma is reported across the GI tract, sinonasal cavity, urinary bladder (enteric-type), cervix and vagina, but not at the lung or salivary glands within this code's ceiling, so its usage is a strict proper subset.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8293118/,PubMed Central - sinonasal intestinal-type adenocarcinoma (ITAC)
8144/3,"Adenocarcinoma, intestinal-type",Yes,"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C530, C531, C538, C539, C529",C150=Esophagus-cervical; C151=Esophagus-thoracic; C152=Esophagus-abdominal; C153=Esophagus-upper third; C154=Esophagus-middle third; C155=Esophagus-lower third; C158=Esophagus-overlapping; C159=Esophagus NOS; C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS; C170=Duodenum; C171=Jejunum; C172=Ileum; C173=Meckel diverticulum; C178=Small intestine-overlapping; C179=Small intestine NOS; C180=Cecum; C181=Appendix; C182=Ascending colon; C183=Hepatic flexure; C184=Transverse colon; C185=Splenic flexure; C186=Descending colon; C187=Sigmoid colon; C188=Colon-overlapping; C189=Colon NOS; C199=Rectosigmoid junction; C209=Rectum NOS; C221=Intrahepatic bile duct; C239=Gallbladder; C240=Extrahepatic bile duct; C241=Ampulla of Vater; C248=Biliary-overlapping; C249=Biliary NOS; C260=Intestinal tract NOS; C269=GI tract NOS; C300=Nasal/middle ear; C310=Sinuses; C311=Sinuses; C312=Sinuses; C313=Sinuses; C318=Sinuses; C319=Sinuses; C670=Bladder; C671=Bladder; C672=Bladder; C673=Bladder; C674=Bladder; C675=Bladder; C676=Bladder; C677=Bladder; C678=Bladder; C679=Bladder; C680=Urinary; C530=Cervix; C531=Cervix; C538=Cervix; C539=Cervix; C529=Vagina,66,86,Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (2); Gallbladder (1); Liver (1); Lung (6); Nasal/middle ear (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Salivary (5); Sinuses (6); Small intestine (6); Stomach (9); Thymus (1); Ureter (1); Urinary (1); Uterus (1); Vagina (1); Vulva (5),"C079, C080, C081, C088, C089, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C340, C341, C342, C343, C348, C349, C379, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","'Intestinal-type' (enteric-type) adenocarcinoma is reported across the GI tract, sinonasal cavity, urinary bladder (enteric-type), cervix and vagina, but not at the lung or salivary glands within this code's ceiling, so its usage is a strict proper subset.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8293118/,PubMed Central - sinonasal intestinal-type adenocarcinoma (ITAC)
