ICDO32_Code,ICDO32_Term,Site_Specific,Site_Subset_Codes,Site_Subset_Labels,Subset_Site_Count,Code_Allowed_Site_Count,Code_Allowed_Sites_Summary,Code_Allowed_Site_Codes,Rationale,Source,Source_Name
8144/3,"Mucinous carcinoma, intestinal-type",Yes,"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C530, C531, C538, C539, C529",C150=Esophagus-cervical; C151=Esophagus-thoracic; C152=Esophagus-abdominal; C153=Esophagus-upper third; C154=Esophagus-middle third; C155=Esophagus-lower third; C158=Esophagus-overlapping; C159=Esophagus NOS; C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS; C170=Duodenum; C171=Jejunum; C172=Ileum; C173=Meckel diverticulum; C178=Small intestine-overlapping; C179=Small intestine NOS; C180=Cecum; C181=Appendix; C182=Ascending colon; C183=Hepatic flexure; C184=Transverse colon; C185=Splenic flexure; C186=Descending colon; C187=Sigmoid colon; C188=Colon-overlapping; C189=Colon NOS; C199=Rectosigmoid junction; C209=Rectum NOS; C221=Intrahepatic bile duct; C239=Gallbladder; C240=Extrahepatic bile duct; C241=Ampulla of Vater; C248=Biliary-overlapping; C249=Biliary NOS; C260=Intestinal tract NOS; C269=GI tract NOS; C300=Nasal/middle ear; C310=Sinuses; C311=Sinuses; C312=Sinuses; C313=Sinuses; C318=Sinuses; C319=Sinuses; C670=Bladder; C671=Bladder; C672=Bladder; C673=Bladder; C674=Bladder; C675=Bladder; C676=Bladder; C677=Bladder; C678=Bladder; C679=Bladder; C680=Urinary; C530=Cervix; C531=Cervix; C538=Cervix; C539=Cervix; C529=Vagina,66,86,Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (2); Gallbladder (1); Liver (1); Lung (6); Nasal/middle ear (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Salivary (5); Sinuses (6); Small intestine (6); Stomach (9); Thymus (1); Ureter (1); Urinary (1); Uterus (1); Vagina (1); Vulva (5),"C079, C080, C081, C088, C089, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C340, C341, C342, C343, C348, C349, C379, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","'Intestinal-type' (enteric-type) adenocarcinoma is reported across the GI tract, sinonasal cavity, urinary bladder (enteric-type), cervix and vagina, but not at the lung or salivary glands within this code's ceiling, so its usage is a strict proper subset.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8293118/,PubMed Central - sinonasal intestinal-type adenocarcinoma (ITAC)
8144/3,"Tubular adenocarcinoma, intestinal type",Yes,"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680, C530, C531, C538, C539, C529",C150=Esophagus-cervical; C151=Esophagus-thoracic; C152=Esophagus-abdominal; C153=Esophagus-upper third; C154=Esophagus-middle third; C155=Esophagus-lower third; C158=Esophagus-overlapping; C159=Esophagus NOS; C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS; C170=Duodenum; C171=Jejunum; C172=Ileum; C173=Meckel diverticulum; C178=Small intestine-overlapping; C179=Small intestine NOS; C180=Cecum; C181=Appendix; C182=Ascending colon; C183=Hepatic flexure; C184=Transverse colon; C185=Splenic flexure; C186=Descending colon; C187=Sigmoid colon; C188=Colon-overlapping; C189=Colon NOS; C199=Rectosigmoid junction; C209=Rectum NOS; C221=Intrahepatic bile duct; C239=Gallbladder; C240=Extrahepatic bile duct; C241=Ampulla of Vater; C248=Biliary-overlapping; C249=Biliary NOS; C260=Intestinal tract NOS; C269=GI tract NOS; C300=Nasal/middle ear; C310=Sinuses; C311=Sinuses; C312=Sinuses; C313=Sinuses; C318=Sinuses; C319=Sinuses; C670=Bladder; C671=Bladder; C672=Bladder; C673=Bladder; C674=Bladder; C675=Bladder; C676=Bladder; C677=Bladder; C678=Bladder; C679=Bladder; C680=Urinary; C530=Cervix; C531=Cervix; C538=Cervix; C539=Cervix; C529=Vagina,66,86,Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (2); Gallbladder (1); Liver (1); Lung (6); Nasal/middle ear (1); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Salivary (5); Sinuses (6); Small intestine (6); Stomach (9); Thymus (1); Ureter (1); Urinary (1); Uterus (1); Vagina (1); Vulva (5),"C079, C080, C081, C088, C089, C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C241, C248, C249, C260, C269, C300, C310, C311, C312, C313, C318, C319, C340, C341, C342, C343, C348, C349, C379, C510, C511, C512, C518, C519, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","'Intestinal-type' (enteric-type) adenocarcinoma is reported across the GI tract, sinonasal cavity, urinary bladder (enteric-type), cervix and vagina, but not at the lung or salivary glands within this code's ceiling, so its usage is a strict proper subset.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8293118/,PubMed Central - sinonasal intestinal-type adenocarcinoma (ITAC)
8148/2,"Barrett dysplasia, high-grade",Yes,"C150, C151, C152, C153, C154, C155, C158, C159",C150=Esophagus-cervical; C151=Esophagus-thoracic; C152=Esophagus-abdominal; C153=Esophagus-upper third; C154=Esophagus-middle third; C155=Esophagus-lower third; C158=Esophagus-overlapping; C159=Esophagus NOS,8,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Barrett dysplasia is by definition dysplasia arising in Barrett metaplastic columnar epithelium of the distal esophagus; it is confined to the esophagus within this code's broad ceiling.,https://www.ncbi.nlm.nih.gov/books/NBK430979/,"Barrett Esophagus (StatPearls, NBK430979)"
8148/2,"Biliary intraepithelial neoplasia, grade 3 (BilIN-3)",Yes,"C221, C239, C240, C248, C249",C221=Intrahepatic bile duct; C239=Gallbladder; C240=Extrahepatic bile duct; C248=Biliary-overlapping; C249=Biliary NOS,5,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Biliary intraepithelial neoplasia (BilIN) is a non-invasive dysplastic lesion of the biliary epithelium (bile ducts and gallbladder); it is confined to the biliary tract within this code's ceiling.,https://pubmed.ncbi.nlm.nih.gov/17431410/,Biliary intraepithelial neoplasia international criteria (PubMed 17431410)
8148/2,"Biliary intraepithelial neoplasia, high-grade",Yes,"C221, C239, C240, C248, C249",C221=Intrahepatic bile duct; C239=Gallbladder; C240=Extrahepatic bile duct; C248=Biliary-overlapping; C249=Biliary NOS,5,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Biliary intraepithelial neoplasia (BilIN) is a non-invasive dysplastic lesion of the biliary epithelium (bile ducts and gallbladder); it is confined to the biliary tract within this code's ceiling.,https://pubmed.ncbi.nlm.nih.gov/17431410/,Biliary intraepithelial neoplasia international criteria (PubMed 17431410)
8148/2,"Foveolar-type (gastric-type) dysplasia, high-grade",Yes,"C160, C161, C162, C163, C164, C165, C166, C168, C169",C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS,9,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Foveolar-type/gastric-type and gastric pit(/crypt) dysplasia are gastric precursor lesions listed under stomach tumours in the WHO classification; they are confined to the stomach within this code's ceiling.,https://whobluebooks.iarc.who.int/structures/digestive-system-tumours/,WHO Classification of Digestive System Tumours 5th ed (structure: gastric dysplasia)
8148/2,"Gastric dysplasia, high-grade",Yes,"C160, C161, C162, C163, C164, C165, C166, C168, C169",C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS,9,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Foveolar-type/gastric-type and gastric pit(/crypt) dysplasia are gastric precursor lesions listed under stomach tumours in the WHO classification; they are confined to the stomach within this code's ceiling.,https://whobluebooks.iarc.who.int/structures/digestive-system-tumours/,WHO Classification of Digestive System Tumours 5th ed (structure: gastric dysplasia)
8148/2,"Gastric pit dysplasia, high-grade",Yes,"C160, C161, C162, C163, C164, C165, C166, C168, C169",C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS,9,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Foveolar-type/gastric-type and gastric pit(/crypt) dysplasia are gastric precursor lesions listed under stomach tumours in the WHO classification; they are confined to the stomach within this code's ceiling.,https://whobluebooks.iarc.who.int/structures/digestive-system-tumours/,WHO Classification of Digestive System Tumours 5th ed (structure: gastric dysplasia)
8148/2,"Gastric pit/crypt dysplasia, high-grade",Yes,"C160, C161, C162, C163, C164, C165, C166, C168, C169",C160=Stomach-cardia; C161=Stomach-fundus; C162=Stomach-body; C163=Stomach-antrum; C164=Stomach-pylorus; C165=Stomach-lesser curv; C166=Stomach-greater curv; C168=Stomach-overlapping; C169=Stomach NOS,9,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Foveolar-type/gastric-type and gastric pit(/crypt) dysplasia are gastric precursor lesions listed under stomach tumours in the WHO classification; they are confined to the stomach within this code's ceiling.,https://whobluebooks.iarc.who.int/structures/digestive-system-tumours/,WHO Classification of Digestive System Tumours 5th ed (structure: gastric dysplasia)
8148/2,High-grade Barrett dysplasia,Yes,"C150, C151, C152, C153, C154, C155, C158, C159",C150=Esophagus-cervical; C151=Esophagus-thoracic; C152=Esophagus-abdominal; C153=Esophagus-upper third; C154=Esophagus-middle third; C155=Esophagus-lower third; C158=Esophagus-overlapping; C159=Esophagus NOS,8,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Barrett dysplasia is by definition dysplasia arising in Barrett metaplastic columnar epithelium of the distal esophagus; it is confined to the esophagus within this code's broad ceiling.,https://www.ncbi.nlm.nih.gov/books/NBK430979/,"Barrett Esophagus (StatPearls, NBK430979)"
8148/2,"Pancreatic intraepithelial neoplasia, high-grade",Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619",Pancreatic intraepithelial neoplasia (PanIN) is by definition a microscopic precursor lesion of the pancreatic ductal epithelium; it is confined to the pancreas within this code's ceiling.,https://pmc.ncbi.nlm.nih.gov/articles/PMC2480542/,"Update on Pancreatic Intraepithelial Neoplasia (IJCEP, PMC2480542)"
8148/2,"esophageal glandular dysplasia (intraepithelial neoplasia), high-grade",Yes,"C150, C151, C152, C153, C154, C155, C158, C159",C150=Esophagus-cervical; C151=Esophagus-thoracic; C152=Esophagus-abdominal; C153=Esophagus-upper third; C154=Esophagus-middle third; C155=Esophagus-lower third; C158=Esophagus-overlapping; C159=Esophagus NOS,8,42,Biliary (3); Colon (9); Esophagus (8); Gallbladder (1); Liver (1); Pancreas (8); Prostate (1); Rectosigmoid (1); Rectum (1); Stomach (9),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C180, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C221, C239, C240, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C619","The 'esophageal' qualifier confines this glandular dysplasia to the esophagus, a proper subset of the code's ceiling.",https://www.ncbi.nlm.nih.gov/books/NBK430979/,"Barrett Esophagus (StatPearls, NBK430979)"
8152/3,Pancreatic peptide and pancreatic peptide-like peptide within terminal tyrosine amide producing tumor,Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,21,Colon (10); Pancreas (8); Rectosigmoid (1); Rectum (1); Unknown primary (1),"C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C250, C251, C252, C253, C254, C257, C258, C259, C809","Pancreatic-polypeptide-producing tumors (PPomas) are predominantly pancreatic (islet-cell); the code's ceiling additionally includes the colon/rectum, so the literature-dominant pancreatic usage is a strict subset.",https://pmc.ncbi.nlm.nih.gov/articles/PMC5871954/,PubMed Central - PPoma review
8154/3,"Carcinoma, mixed acinar-neuroendocrine-ductal",Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,74,Anus (4); Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (1); Gallbladder (1); Liver (2); Pancreas (8); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Small intestine (6); Stomach (9); Ureter (1); Urinary (1); Uterus (1); Vagina (1),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C220, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","Mixed acinar-neuroendocrine (and acinar-ductal) carcinoma is defined as a variant of pancreatic acinar cell carcinoma; it is fundamentally a pancreatic exocrine neoplasm. Extrapancreatic cases (e.g. gastric) are exceedingly rare and arise from ectopic pancreatic tissue, so within this broad GI/genitourinary code the entity is restricted to the pancreas.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10310609/,Surgical Case Reports (PMC10310609): MANEC of pancreas
8154/3,Mixed acinar carcinoma-neuroendocrine carcinoma,Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,74,Anus (4); Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (1); Gallbladder (1); Liver (2); Pancreas (8); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Small intestine (6); Stomach (9); Ureter (1); Urinary (1); Uterus (1); Vagina (1),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C220, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","Mixed acinar-neuroendocrine (and acinar-ductal) carcinoma is defined as a variant of pancreatic acinar cell carcinoma; it is fundamentally a pancreatic exocrine neoplasm. Extrapancreatic cases (e.g. gastric) are exceedingly rare and arise from ectopic pancreatic tissue, so within this broad GI/genitourinary code the entity is restricted to the pancreas.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10310609/,Surgical Case Reports (PMC10310609): MANEC of pancreas
8154/3,Mixed acinar-endocrine carcinoma,Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,74,Anus (4); Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (1); Gallbladder (1); Liver (2); Pancreas (8); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Small intestine (6); Stomach (9); Ureter (1); Urinary (1); Uterus (1); Vagina (1),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C220, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","Mixed acinar-neuroendocrine (and acinar-ductal) carcinoma is defined as a variant of pancreatic acinar cell carcinoma; it is fundamentally a pancreatic exocrine neoplasm. Extrapancreatic cases (e.g. gastric) are exceedingly rare and arise from ectopic pancreatic tissue, so within this broad GI/genitourinary code the entity is restricted to the pancreas.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10310609/,Surgical Case Reports (PMC10310609): MANEC of pancreas
8154/3,Mixed acinar-endocrine-ductal carcinoma,Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,74,Anus (4); Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (1); Gallbladder (1); Liver (2); Pancreas (8); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Small intestine (6); Stomach (9); Ureter (1); Urinary (1); Uterus (1); Vagina (1),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C220, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","Mixed acinar-neuroendocrine (and acinar-ductal) carcinoma is defined as a variant of pancreatic acinar cell carcinoma; it is fundamentally a pancreatic exocrine neoplasm. Extrapancreatic cases (e.g. gastric) are exceedingly rare and arise from ectopic pancreatic tissue, so within this broad GI/genitourinary code the entity is restricted to the pancreas.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10310609/,Surgical Case Reports (PMC10310609): MANEC of pancreas
8154/3,Mixed acinar-neuroendocrine carcinoma,Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,74,Anus (4); Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (1); Gallbladder (1); Liver (2); Pancreas (8); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Small intestine (6); Stomach (9); Ureter (1); Urinary (1); Uterus (1); Vagina (1),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C220, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","Mixed acinar-neuroendocrine (and acinar-ductal) carcinoma is defined as a variant of pancreatic acinar cell carcinoma; it is fundamentally a pancreatic exocrine neoplasm. Extrapancreatic cases (e.g. gastric) are exceedingly rare and arise from ectopic pancreatic tissue, so within this broad GI/genitourinary code the entity is restricted to the pancreas.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10310609/,Surgical Case Reports (PMC10310609): MANEC of pancreas
8154/3,"Mixed pancreatic endocrine and exocrine tumor, malignant",Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,74,Anus (4); Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (1); Gallbladder (1); Liver (2); Pancreas (8); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Small intestine (6); Stomach (9); Ureter (1); Urinary (1); Uterus (1); Vagina (1),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C220, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680",The term explicitly designates a pancreatic mixed endocrine/exocrine neoplasm; by name and definition it is confined to the pancreas within this code's broad ceiling.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10310609/,Surgical Case Reports (PMC10310609): MANEC of pancreas
8154/3,mixed acinar-ductal neuroendocrine carcinoma,Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,74,Anus (4); Biliary (4); Bladder (10); Cervix (4); Colon (10); Esophagus (8); GI tract (1); Gallbladder (1); Liver (2); Pancreas (8); Rectosigmoid (1); Rectum (1); Renal pelvis (1); Small intestine (6); Stomach (9); Ureter (1); Urinary (1); Uterus (1); Vagina (1),"C150, C151, C152, C153, C154, C155, C158, C159, C160, C161, C162, C163, C164, C165, C166, C168, C169, C170, C171, C172, C173, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C199, C209, C210, C211, C212, C218, C220, C221, C239, C240, C241, C248, C249, C250, C251, C252, C253, C254, C257, C258, C259, C260, C529, C530, C531, C538, C539, C541, C659, C669, C670, C671, C672, C673, C674, C675, C676, C677, C678, C679, C680","Mixed acinar-neuroendocrine (and acinar-ductal) carcinoma is defined as a variant of pancreatic acinar cell carcinoma; it is fundamentally a pancreatic exocrine neoplasm. Extrapancreatic cases (e.g. gastric) are exceedingly rare and arise from ectopic pancreatic tissue, so within this broad GI/genitourinary code the entity is restricted to the pancreas.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10310609/,Surgical Case Reports (PMC10310609): MANEC of pancreas
8158/3,CRH-producing pancreatic neuroendocrine tumor,Yes,"C250, C251, C252, C253, C254, C257, C258, C259",C250=Pancreas-head; C251=Pancreas-body; C252=Pancreas-tail; C253=Pancreas-duct; C254=Islets of Langerhans; C257=Pancreas-other; C258=Pancreas-overlapping; C259=Pancreas NOS,8,9,Biliary (1); Pancreas (8),"C241, C250, C251, C252, C253, C254, C257, C258, C259","CRH/ACTH-producing functioning NETs of this class are pancreatic-origin tumours (pancreatic NETs), so confining usage to the pancreatic codes excludes the ampulla-of-Vater code (C241) in the ceiling, forming a proper subset.",https://pmc.ncbi.nlm.nih.gov/articles/PMC5353908/,Ann Hepatobiliary Pancreat Surg (PMC5353908): ACTH-producing neuroendocrine tumor of the pancreas
