Key,FullKey,C_Site,Hist,Behavior,CPC2024B,CPC2025B,CPC2026A
90453,C16690453,C166,9045,3,3,3,3
90502,C16690502,C166,9050,2,3,3,3
90503,C16690503,C166,9050,3,3,3,3
90513,C16690513,C166,9051,3,3,3,3
90523,C16690523,C166,9052,3,3,3,3
90533,C16690533,C166,9053,3,3,3,3
90612,C16690612,C166,9061,2,3,3,3
90613,C16690613,C166,9061,3,3,3,3
90623,C16690623,C166,9062,3,3,3,3
90633,C16690633,C166,9063,3,3,3,3
90642,C16690642,C166,9064,2,3,3,3
90702,C16690702,C166,9070,2,3,3,3
90712,C16690712,C166,9071,2,3,3,3
90802,C16690802,C166,9080,2,3,3,3
91043,C16691043,C166,9104,3,3,3,3
91053,C16691053,C166,9105,3,3,3,3
91103,C16691103,C166,9110,3,3,3,3
91113,C16691113,C166,9111,3,3,3,3
91203,C16691203,C166,9120,3,1,1,1
91243,C16691243,C166,9124,3,3,3,3
91303,C16691303,C166,9130,3,3,3,3
91373,C16691373,C166,9137,3,3,3,3
91403,C16691403,C166,9140,3,1,1,1
91703,C16691703,C166,9170,3,3,3,3
91743,C16691743,C166,9174,3,3,3,3
91813,C16691813,C166,9181,3,3,3,3
91823,C16691823,C166,9182,3,3,3,3
91833,C16691833,C166,9183,3,3,3,3
91843,C16691843,C166,9184,3,3,3,3
91853,C16691853,C166,9185,3,3,3,3
91863,C16691863,C166,9186,3,3,3,3
91873,C16691873,C166,9187,3,3,3,3
91923,C16691923,C166,9192,3,3,3,3
91933,C16691933,C166,9193,3,3,3,3
91943,C16691943,C166,9194,3,3,3,3
91953,C16691953,C166,9195,3,3,3,3
92213,C16692213,C166,9221,3,3,3,3
92223,C16692223,C166,9222,3,3,3,3
92303,C16692303,C166,9230,3,3,3,3
92423,C16692423,C166,9242,3,3,3,3
92433,C16692433,C166,9243,3,3,3,3
92503,C16692503,C166,9250,3,3,3,3
92523,C16692523,C166,9252,3,3,3,3
92613,C16692613,C166,9261,3,3,3,3
92703,C16692703,C166,9270,3,3,3,3
92903,C16692903,C166,9290,3,3,3,3
93023,C16693023,C166,9302,3,3,3,3
93103,C16693103,C166,9310,3,3,3,3
93303,C16693303,C166,9330,3,3,3,3
93413,C16693413,C166,9341,3,3,3,3
93423,C16693423,C166,9342,3,3,3,3
93623,C16693623,C166,9362,3,3,3,3
93653,C16693653,C166,9365,3,3,3,3
93703,C16693703,C166,9370,3,3,3,3
93713,C16693713,C166,9371,3,3,3,3
93723,C16693723,C166,9372,3,3,3,3
93803,C16693803,C166,9380,3,3,3,3
93813,C16693813,C166,9381,3,3,3,3
93823,C16693823,C166,9382,3,3,3,3
93853,C16693853,C166,9385,3,3,3,3
93903,C16693903,C166,9390,3,3,3,3
93913,C16693913,C166,9391,3,3,3,3
93923,C16693923,C166,9392,3,3,3,3
93933,C16693933,C166,9393,3,3,3,3
93953,C16693953,C166,9395,3,3,3,3
93963,C16693963,C166,9396,3,3,3,3
94003,C16694003,C166,9400,3,3,3,3
94013,C16694013,C166,9401,3,3,3,3
94103,C16694103,C166,9410,3,3,3,3
94113,C16694113,C166,9411,3,3,3,3
94203,C16694203,C166,9420,3,3,3,3
94213,C16694213,C166,9421,3,3,3,3
94233,C16694233,C166,9423,3,3,3,3
94243,C16694243,C166,9424,3,3,3,3
94253,C16694253,C166,9425,3,3,3,3
94303,C16694303,C166,9430,3,3,3,3
94403,C16694403,C166,9440,3,3,3,3
94413,C16694413,C166,9441,3,3,3,3
94423,C16694423,C166,9442,3,3,3,3
94453,C16694453,C166,9445,3,3,3,3
94503,C16694503,C166,9450,3,3,3,3
94513,C16694513,C166,9451,3,3,3,3
94603,C16694603,C166,9460,3,3,3,3
94703,C16694703,C166,9470,3,3,3,3
94713,C16694713,C166,9471,3,3,3,3
94723,C16694723,C166,9472,3,3,3,3
94733,C16694733,C166,9473,3,3,3,3
94743,C16694743,C166,9474,3,3,3,3
94753,C16694753,C166,9475,3,3,3,3
94763,C16694763,C166,9476,3,3,3,3
94773,C16694773,C166,9477,3,3,3,3
94783,C16694783,C166,9478,3,3,3,3
94803,C16694803,C166,9480,3,3,3,3
94903,C16694903,C166,9490,3,3,3,3
95003,C16695003,C166,9500,3,3,3,3
95013,C16695013,C166,9501,3,3,3,3
95023,C16695023,C166,9502,3,3,3,3
95033,C16695033,C166,9503,3,3,3,3
95043,C16695043,C166,9504,3,3,3,3
95053,C16695053,C166,9505,3,3,3,3
95083,C16695083,C166,9508,3,3,3,3
95093,C16695093,C166,9509,3,3,3,3
95103,C16695103,C166,9510,3,3,3,3
95113,C16695113,C166,9511,3,3,3,3
95123,C16695123,C166,9512,3,3,3,3
95133,C16695133,C166,9513,3,3,3,3
95203,C16695203,C166,9520,3,3,3,3
95213,C16695213,C166,9521,3,3,3,3
95223,C16695223,C166,9522,3,3,3,3
95233,C16695233,C166,9523,3,3,3,3
95303,C16695303,C166,9530,3,3,3,3
95383,C16695383,C166,9538,3,3,3,3
95393,C16695393,C166,9539,3,3,3,3
95603,C16695603,C166,9560,3,3,3,3
95613,C16695613,C166,9561,3,3,3,3
95713,C16695713,C166,9571,3,3,3,3
95903,C16695903,C166,9590,3,1,1,1
95913,C16695913,C166,9591,3,1,1,1
95963,C16695963,C166,9596,3,1,1,1
96543,C16696543,C166,9654,3,1,1,1
96613,C16696613,C166,9661,3,1,1,1
96623,C16696623,C166,9662,3,1,1,1
96643,C16696643,C166,9664,3,1,1,1
96653,C16696653,C166,9665,3,1,1,1
96673,C16696673,C166,9667,3,1,1,1
96703,C16696703,C166,9670,3,1,1,1
96713,C16696713,C166,9671,3,1,1,1
96733,C16696733,C166,9673,3,1,1,1
96753,C16696753,C166,9675,3,1,1,1
96793,C16696793,C166,9679,3,3,3,3
96803,C16696803,C166,9680,3,1,1,1
96843,C16696843,C166,9684,3,1,1,1
96873,C16696873,C166,9687,3,1,1,1
96893,C16696893,C166,9689,3,3,3,3
96903,C16696903,C166,9690,3,1,1,1
96913,C16696913,C166,9691,3,1,1,1
96953,C16696953,C166,9695,3,1,1,1
96983,C16696983,C166,9698,3,1,1,1
96993,C16696993,C166,9699,3,1,1,1
97023,C16697023,C166,9702,3,1,1,1
97053,C16697053,C166,9705,3,1,1,1
97123,C16697123,C166,9712,3,1,1,1
97143,C16697143,C166,9714,3,1,1,1
97153,C16697153,C166,9715,3,1,1,1
97163,C16697163,C166,9716,3,3,3,3
97243,C16697243,C166,9724,3,1,1,1
97273,C16697273,C166,9727,3,1,1,1
97283,C16697283,C166,9728,3,1,1,1
97293,C16697293,C166,9729,3,1,1,1
97313,C16697313,C166,9731,3,3,3,3
97323,C16697323,C166,9732,3,3,3,3
97343,C16697343,C166,9734,3,1,1,1
97353,C16697353,C166,9735,3,1,1,1
97373,C16697373,C166,9737,3,1,1,1
97383,C16697383,C166,9738,3,1,1,1
97403,C16697403,C166,9740,3,1,1,1
97413,C16697413,C166,9741,3,3,3,3
97423,C16697423,C166,9742,3,3,3,3
97493,C16697493,C166,9749,3,1,1,1
97503,C16697503,C166,9750,3,1,1,1
97543,C16697543,C166,9754,3,1,1,1
97553,C16697553,C166,9755,3,1,1,1
97563,C16697563,C166,9756,3,1,1,1
97573,C16697573,C166,9757,3,1,1,1
97583,C16697583,C166,9758,3,1,1,1
97593,C16697593,C166,9759,3,1,1,1
97613,C16697613,C166,9761,3,3,3,3
97663,C16697663,C166,9766,3,1,1,1
98003,C16698003,C166,9800,3,3,3,3
98013,C16698013,C166,9801,3,3,3,3
98063,C16698063,C166,9806,3,3,3,3
98073,C16698073,C166,9807,3,3,3,3
98083,C16698083,C166,9808,3,3,3,3
98093,C16698093,C166,9809,3,3,3,3
98113,C16698113,C166,9811,3,1,1,1
98123,C16698123,C166,9812,3,1,1,1
98133,C16698133,C166,9813,3,1,1,1
98143,C16698143,C166,9814,3,1,1,1
98153,C16698153,C166,9815,3,1,1,1
98163,C16698163,C166,9816,3,1,1,1
98173,C16698173,C166,9817,3,1,1,1
98183,C16698183,C166,9818,3,1,1,1
98193,C16698193,C166,9819,3,1,1,1
98203,C16698203,C166,9820,3,3,3,3
98233,C16698233,C166,9823,3,1,1,1
98263,C16698263,C166,9826,3,3,3,3
98313,C16698313,C166,9831,3,3,3,3
98323,C16698323,C166,9832,3,3,3,3
98333,C16698333,C166,9833,3,3,3,3
98343,C16698343,C166,9834,3,3,3,3
98373,C16698373,C166,9837,3,1,1,1
98403,C16698403,C166,9840,3,3,3,3
98603,C16698603,C166,9860,3,3,3,3
98613,C16698613,C166,9861,3,3,3,3
98633,C16698633,C166,9863,3,3,3,3
98653,C16698653,C166,9865,3,3,3,3
98663,C16698663,C166,9866,3,3,3,3
98673,C16698673,C166,9867,3,3,3,3
98693,C16698693,C166,9869,3,3,3,3
98703,C16698703,C166,9870,3,3,3,3
98713,C16698713,C166,9871,3,3,3,3
98723,C16698723,C166,9872,3,3,3,3
98733,C16698733,C166,9873,3,3,3,3
98743,C16698743,C166,9874,3,3,3,3
98753,C16698753,C166,9875,3,3,3,3
98763,C16698763,C166,9876,3,3,3,3
98773,C16698773,C166,9877,3,3,3,3
98783,C16698783,C166,9878,3,3,3,3
98793,C16698793,C166,9879,3,3,3,3
98913,C16698913,C166,9891,3,3,3,3
98953,C16698953,C166,9895,3,3,3,3
98963,C16698963,C166,9896,3,3,3,3
98973,C16698973,C166,9897,3,3,3,3
98983,C16698983,C166,9898,3,3,3,3
99103,C16699103,C166,9910,3,3,3,3
99113,C16699113,C166,9911,3,3,3,3
99123,C16699123,C166,9912,3,3,3,3
99203,C16699203,C166,9920,3,3,3,3
99303,C16699303,C166,9930,3,1,1,1
99313,C16699313,C166,9931,3,3,3,3
99403,C16699403,C166,9940,3,3,3,3
99453,C16699453,C166,9945,3,3,3,3
99463,C16699463,C166,9946,3,3,3,3
99483,C16699483,C166,9948,3,3,3,3
99503,C16699503,C166,9950,3,3,3,3
99613,C16699613,C166,9961,3,3,3,3
99623,C16699623,C166,9962,3,3,3,3
99633,C16699633,C166,9963,3,3,3,3
99643,C16699643,C166,9964,3,3,3,3
99653,C16699653,C166,9965,3,3,3,3
99663,C16699663,C166,9966,3,3,3,3
99673,C16699673,C166,9967,3,3,3,3
99683,C16699683,C166,9968,3,3,3,3
99713,C16699713,C166,9971,3,1,1,1
99753,C16699753,C166,9975,3,3,3,3
99823,C16699823,C166,9982,3,3,3,3
99833,C16699833,C166,9983,3,3,3,3
99863,C16699863,C166,9986,3,3,3,3
99893,C16699893,C166,9989,3,3,3,3
99913,C16699913,C166,9991,3,3,3,3
99923,C16699923,C166,9992,3,3,3,3
99933,C16699933,C166,9993,3,3,3,3
80003,C16880003,C168,8000,3,1,1,1
80013,C16880013,C168,8001,3,1,1,1
80023,C16880023,C168,8002,3,1,1,1
80033,C16880033,C168,8003,3,1,1,1
80043,C16880043,C168,8004,3,1,1,1
80053,C16880053,C168,8005,3,1,1,1
80102,C16880102,C168,8010,2,1,1,1
80103,C16880103,C168,8010,3,1,1,1
80113,C16880113,C168,8011,3,3,3,3
80123,C16880123,C168,8012,3,1,1,1
80133,C16880133,C168,8013,3,1,1,1
80143,C16880143,C168,8014,3,1,1,1
80203,C16880203,C168,8020,3,1,1,1
80213,C16880213,C168,8021,3,1,1,1
80223,C16880223,C168,8022,3,1,1,1
80313,C16880313,C168,8031,3,1,1,1
80322,C16880322,C168,8032,2,3,3,3
80323,C16880323,C168,8032,3,1,1,1
80333,C16880333,C168,8033,3,1,1,1
80353,C16880353,C168,8035,3,1,1,1
80413,C16880413,C168,8041,3,1,1,1
80423,C16880423,C168,8042,3,3,3,3
80433,C16880433,C168,8043,3,3,3,3
80513,C16880513,C168,8051,3,3,3,3
80522,C16880522,C168,8052,2,3,3,3
80523,C16880523,C168,8052,3,3,3,3
80543,C16880543,C168,8054,3,3,3,3
80702,C16880702,C168,8070,2,1,1,1
80703,C16880703,C168,8070,3,1,1,1
80712,C16880712,C168,8071,2,3,3,3
80753,C16880753,C168,8075,3,3,3,3
80762,C16880762,C168,8076,2,3,3,3
80763,C16880763,C168,8076,3,3,3,3
80783,C16880783,C168,8078,3,3,3,3
80802,C16880802,C168,8080,2,3,3,3
80812,C16880812,C168,8081,2,3,3,3
80843,C16880843,C168,8084,3,3,3,3
80853,C16880853,C168,8085,3,3,3,3
80863,C16880863,C168,8086,3,3,3,3
80903,C16880903,C168,8090,3,3,3,3
80913,C16880913,C168,8091,3,3,3,3
80923,C16880923,C168,8092,3,3,3,3
80933,C16880933,C168,8093,3,3,3,3
80943,C16880943,C168,8094,3,3,3,3
80953,C16880953,C168,8095,3,3,3,3
80973,C16880973,C168,8097,3,3,3,3
80983,C16880983,C168,8098,3,3,3,3
81003,C16881003,C168,8100,3,3,3,3
81023,C16881023,C168,8102,3,3,3,3
81103,C16881103,C168,8110,3,3,3,3
81202,C16881202,C168,8120,2,3,3,3
81203,C16881203,C168,8120,3,3,3,3
81213,C16881213,C168,8121,3,3,3,3
81223,C16881223,C168,8122,3,3,3,3
81243,C16881243,C168,8124,3,3,3,3
81302,C16881302,C168,8130,2,3,3,3
81303,C16881303,C168,8130,3,3,3,3
81313,C16881313,C168,8131,3,3,3,3
81402,C16881402,C168,8140,2,1,1,1
81403,C16881403,C168,8140,3,1,1,1
81413,C16881413,C168,8141,3,1,1,1
81423,C16881423,C168,8142,3,1,1,1
81442,C16881442,C168,8144,2,1,1,1
81443,C16881443,C168,8144,3,1,1,1
81453,C16881453,C168,8145,3,1,1,1
81473,C16881473,C168,8147,3,3,3,3
81482,C16881482,C168,8148,2,1,1,1
81503,C16881503,C168,8150,3,3,3,3
81513,C16881513,C168,8151,3,3,3,3
81523,C16881523,C168,8152,3,3,3,3
81533,C16881533,C168,8153,3,1,1,1
81543,C16881543,C168,8154,3,1,1,1
81553,C16881553,C168,8155,3,3,3,3
81563,C16881563,C168,8156,3,1,1,1
81583,C16881583,C168,8158,3,3,3,3
81603,C16881603,C168,8160,3,3,3,3
81613,C16881613,C168,8161,3,3,3,3
81623,C16881623,C168,8162,3,3,3,3
81632,C16881632,C168,8163,2,3,3,3
81633,C16881633,C168,8163,3,3,3,3
81703,C16881703,C168,8170,3,3,3,3
81713,C16881713,C168,8171,3,3,3,3
81723,C16881723,C168,8172,3,3,3,3
81733,C16881733,C168,8173,3,3,3,3
81743,C16881743,C168,8174,3,3,3,3
81753,C16881753,C168,8175,3,3,3,3
81803,C16881803,C168,8180,3,3,3,3
82102,C16882102,C168,8210,2,1,1,1
82103,C16882103,C168,8210,3,1,1,1
82113,C16882113,C168,8211,3,1,1,1
82132,C16882132,C168,8213,2,1,1,1
82143,C16882143,C168,8214,3,1,1,1
82153,C16882153,C168,8215,3,3,3,3
82203,C16882203,C168,8220,3,1,1,1
82302,C16882302,C168,8230,2,3,3,3
82313,C16882313,C168,8231,3,3,3,3
82403,C16882403,C168,8240,3,1,1,1
82413,C16882413,C168,8241,3,1,1,1
82423,C16882423,C168,8242,3,1,1,1
82443,C16882443,C168,8244,3,1,1,1
82463,C16882463,C168,8246,3,1,1,1
82473,C16882473,C168,8247,3,3,3,3
82493,C16882493,C168,8249,3,1,1,1
82502,C16882502,C168,8250,2,3,3,3
82503,C16882503,C168,8250,3,3,3,3
82513,C16882513,C168,8251,3,3,3,3
82523,C16882523,C168,8252,3,3,3,3
82532,C16882532,C168,8253,2,3,3,3
82533,C16882533,C168,8253,3,3,3,3
82543,C16882543,C168,8254,3,3,3,3
82553,C16882553,C168,8255,3,1,1,1
82563,C16882563,C168,8256,3,3,3,3
82573,C16882573,C168,8257,3,3,3,3
82603,C16882603,C168,8260,3,1,1,1
82612,C16882612,C168,8261,2,1,1,1
82613,C16882613,C168,8261,3,1,1,1
82623,C16882623,C168,8262,3,1,1,1
82632,C16882632,C168,8263,2,1,1,1
82633,C16882633,C168,8263,3,1,1,1
82653,C16882653,C168,8265,3,1,1,1
82703,C16882703,C168,8270,3,3,3,3
82723,C16882723,C168,8272,3,3,3,3
82733,C16882733,C168,8273,3,3,3,3
82803,C16882803,C168,8280,3,3,3,3
82813,C16882813,C168,8281,3,3,3,3
82903,C16882903,C168,8290,3,3,3,3
83003,C16883003,C168,8300,3,3,3,3
83103,C16883103,C168,8310,3,1,1,1
83113,C16883113,C168,8311,3,3,3,3
83123,C16883123,C168,8312,3,3,3,3
83133,C16883133,C168,8313,3,3,3,3
83143,C16883143,C168,8314,3,3,3,3
83153,C16883153,C168,8315,3,3,3,3
83163,C16883163,C168,8316,3,3,3,3
83173,C16883173,C168,8317,3,3,3,3
83183,C16883183,C168,8318,3,3,3,3
83193,C16883193,C168,8319,3,3,3,3
83202,C16883202,C168,8320,2,3,3,3
83203,C16883203,C168,8320,3,3,3,3
83223,C16883223,C168,8322,3,3,3,3
83303,C16883303,C168,8330,3,3,3,3
83313,C16883313,C168,8331,3,3,3,3
83323,C16883323,C168,8332,3,3,3,3
83353,C16883353,C168,8335,3,3,3,3
83373,C16883373,C168,8337,3,3,3,3
83393,C16883393,C168,8339,3,3,3,3
83403,C16883403,C168,8340,3,3,3,3
83413,C16883413,C168,8341,3,3,3,3
83423,C16883423,C168,8342,3,3,3,3
83433,C16883433,C168,8343,3,3,3,3
83443,C16883443,C168,8344,3,3,3,3
83453,C16883453,C168,8345,3,3,3,3
83463,C16883463,C168,8346,3,3,3,3
83473,C16883473,C168,8347,3,3,3,3
83503,C16883503,C168,8350,3,3,3,3
83703,C16883703,C168,8370,3,3,3,3
83802,C16883802,C168,8380,2,3,3,3
83813,C16883813,C168,8381,3,3,3,3
83823,C16883823,C168,8382,3,3,3,3
83833,C16883833,C168,8383,3,3,3,3
83843,C16883843,C168,8384,3,3,3,3
83903,C16883903,C168,8390,3,3,3,3
84003,C16884003,C168,8400,3,3,3,3
84013,C16884013,C168,8401,3,3,3,3
84023,C16884023,C168,8402,3,3,3,3
84033,C16884033,C168,8403,3,3,3,3
84063,C16884063,C168,8406,3,3,3,3
84073,C16884073,C168,8407,3,3,3,3
84083,C16884083,C168,8408,3,3,3,3
84092,C16884092,C168,8409,2,3,3,3
84093,C16884093,C168,8409,3,3,3,3
84103,C16884103,C168,8410,3,3,3,3
84133,C16884133,C168,8413,3,3,3,3
84203,C16884203,C168,8420,3,3,3,3
84303,C16884303,C168,8430,3,1,1,1
84403,C16884403,C168,8440,3,3,3,3
84412,C16884412,C168,8441,2,3,3,3
84413,C16884413,C168,8441,3,3,3,3
84503,C16884503,C168,8450,3,3,3,3
84523,C16884523,C168,8452,3,3,3,3
84532,C16884532,C168,8453,2,3,3,3
84533,C16884533,C168,8453,3,3,3,3
84552,C16884552,C168,8455,2,3,3,3
84553,C16884553,C168,8455,3,3,3,3
84602,C16884602,C168,8460,2,3,3,3
84603,C16884603,C168,8460,3,3,3,3
84613,C16884613,C168,8461,3,3,3,3
84702,C16884702,C168,8470,2,3,3,3
84743,C16884743,C168,8474,3,3,3,3
84803,C16884803,C168,8480,3,1,1,1
84813,C16884813,C168,8481,3,1,1,1
84902,C16884902,C168,8490,2,1,1,1
84903,C16884903,C168,8490,3,1,1,1
85002,C16885002,C168,8500,2,3,3,3
85003,C16885003,C168,8500,3,3,3,3
85012,C16885012,C168,8501,2,3,3,3
85013,C16885013,C168,8501,3,3,3,3
85023,C16885023,C168,8502,3,3,3,3
85032,C16885032,C168,8503,2,3,3,3
85033,C16885033,C168,8503,3,3,3,3
85042,C16885042,C168,8504,2,3,3,3
85043,C16885043,C168,8504,3,3,3,3
85072,C16885072,C168,8507,2,3,3,3
85073,C16885073,C168,8507,3,3,3,3
85083,C16885083,C168,8508,3,3,3,3
85092,C16885092,C168,8509,2,3,3,3
85093,C16885093,C168,8509,3,3,3,3
85103,C16885103,C168,8510,3,1,1,1
85123,C16885123,C168,8512,3,1,1,1
85133,C16885133,C168,8513,3,3,3,3
85143,C16885143,C168,8514,3,3,3,3
85192,C16885192,C168,8519,2,3,3,3
85202,C16885202,C168,8520,2,3,3,3
85203,C16885203,C168,8520,3,3,3,3
85213,C16885213,C168,8521,3,3,3,3
85222,C16885222,C168,8522,2,3,3,3
85223,C16885223,C168,8522,3,3,3,3
85233,C16885233,C168,8523,3,3,3,3
85243,C16885243,C168,8524,3,3,3,3
85253,C16885253,C168,8525,3,3,3,3
85303,C16885303,C168,8530,3,3,3,3
85403,C16885403,C168,8540,3,3,3,3
85413,C16885413,C168,8541,3,3,3,3
85423,C16885423,C168,8542,3,3,3,3
85433,C16885433,C168,8543,3,3,3,3
85513,C16885513,C168,8551,3,3,3,3
85523,C16885523,C168,8552,3,3,3,3
85602,C16885602,C168,8560,2,3,3,3
85603,C16885603,C168,8560,3,1,1,1
85623,C16885623,C168,8562,3,3,3,3
85703,C16885703,C168,8570,3,1,1,1
85713,C16885713,C168,8571,3,1,1,1
85733,C16885733,C168,8573,3,3,3,3
85743,C16885743,C168,8574,3,1,1,1
85763,C16885763,C168,8576,3,1,1,1
85803,C16885803,C168,8580,3,3,3,3
85813,C16885813,C168,8581,3,3,3,3
85823,C16885823,C168,8582,3,3,3,3
85833,C16885833,C168,8583,3,3,3,3
85843,C16885843,C168,8584,3,3,3,3
85853,C16885853,C168,8585,3,3,3,3
85863,C16885863,C168,8586,3,3,3,3
85883,C16885883,C168,8588,3,3,3,3
85893,C16885893,C168,8589,3,3,3,3
85933,C16885933,C168,8593,3,3,3,3
86003,C16886003,C168,8600,3,3,3,3
86203,C16886203,C168,8620,3,3,3,3
86303,C16886303,C168,8630,3,3,3,3
86313,C16886313,C168,8631,3,3,3,3
86343,C16886343,C168,8634,3,3,3,3
86403,C16886403,C168,8640,3,3,3,3
86503,C16886503,C168,8650,3,3,3,3
86703,C16886703,C168,8670,3,3,3,3
86813,C16886813,C168,8681,3,3,3,3
86823,C16886823,C168,8682,3,3,3,3
86903,C16886903,C168,8690,3,3,3,3
86913,C16886913,C168,8691,3,3,3,3
86923,C16886923,C168,8692,3,3,3,3
87003,C16887003,C168,8700,3,3,3,3
87103,C16887103,C168,8710,3,3,3,3
87113,C16887113,C168,8711,3,1,1,1
87203,C16887203,C168,8720,3,1,1,1
87213,C16887213,C168,8721,3,3,3,3
87223,C16887223,C168,8722,3,3,3,3
87233,C16887233,C168,8723,3,3,3,3
87283,C16887283,C168,8728,3,3,3,3
87403,C16887403,C168,8740,3,3,3,3
87412,C16887412,C168,8741,2,3,3,3
87413,C16887413,C168,8741,3,3,3,3
87422,C16887422,C168,8742,2,3,3,3
87423,C16887423,C168,8742,3,3,3,3
87433,C16887433,C168,8743,3,3,3,3
87443,C16887443,C168,8744,3,3,3,3
87453,C16887453,C168,8745,3,3,3,3
87613,C16887613,C168,8761,3,3,3,3
87703,C16887703,C168,8770,3,3,3,3
87713,C16887713,C168,8771,3,3,3,3
87733,C16887733,C168,8773,3,3,3,3
87743,C16887743,C168,8774,3,3,3,3
87803,C16887803,C168,8780,3,3,3,3
88003,C16888003,C168,8800,3,1,1,1
88123,C16888123,C168,8812,3,3,3,3
88133,C16888133,C168,8813,3,3,3,3
88213,C16888213,C168,8821,3,3,3,3
88223,C16888223,C168,8822,3,3,3,3
88303,C16888303,C168,8830,3,3,3,3
88323,C16888323,C168,8832,3,3,3,3
88533,C16888533,C168,8853,3,3,3,3
88553,C16888553,C168,8855,3,3,3,3
88573,C16888573,C168,8857,3,3,3,3
88903,C16888903,C168,8890,3,1,1,1
88943,C16888943,C168,8894,3,3,3,3
88953,C16888953,C168,8895,3,3,3,3
89023,C16889023,C168,8902,3,3,3,3
89343,C16889343,C168,8934,3,3,3,3
89353,C16889353,C168,8935,3,3,3,3
89362,C16889362,C168,8936,2,3,3,3
89363,C16889363,C168,8936,3,1,1,1
89413,C16889413,C168,8941,3,3,3,3
89513,C16889513,C168,8951,3,3,3,3
89593,C16889593,C168,8959,3,3,3,3
89603,C16889603,C168,8960,3,3,3,3
89643,C16889643,C168,8964,3,3,3,3
89703,C16889703,C168,8970,3,3,3,3
89713,C16889713,C168,8971,3,3,3,3
89723,C16889723,C168,8972,3,3,3,3
89733,C16889733,C168,8973,3,3,3,3
89763,C16889763,C168,8976,3,1,1,1
89803,C16889803,C168,8980,3,1,1,1
89813,C16889813,C168,8981,3,3,3,3
89833,C16889833,C168,8983,3,3,3,3
89913,C16889913,C168,8991,3,3,3,3
90003,C16890003,C168,9000,3,3,3,3
90143,C16890143,C168,9014,3,3,3,3
90153,C16890153,C168,9015,3,3,3,3
90203,C16890203,C168,9020,3,3,3,3
90453,C16890453,C168,9045,3,3,3,3
90502,C16890502,C168,9050,2,3,3,3
90503,C16890503,C168,9050,3,3,3,3
90513,C16890513,C168,9051,3,3,3,3
90523,C16890523,C168,9052,3,3,3,3
90533,C16890533,C168,9053,3,3,3,3
90612,C16890612,C168,9061,2,3,3,3
90613,C16890613,C168,9061,3,3,3,3
90623,C16890623,C168,9062,3,3,3,3
90633,C16890633,C168,9063,3,3,3,3
90642,C16890642,C168,9064,2,3,3,3
90702,C16890702,C168,9070,2,3,3,3
90712,C16890712,C168,9071,2,3,3,3
90802,C16890802,C168,9080,2,3,3,3
91043,C16891043,C168,9104,3,3,3,3
91053,C16891053,C168,9105,3,3,3,3
91103,C16891103,C168,9110,3,3,3,3
91113,C16891113,C168,9111,3,3,3,3
91203,C16891203,C168,9120,3,1,1,1
91243,C16891243,C168,9124,3,3,3,3
91303,C16891303,C168,9130,3,3,3,3
91373,C16891373,C168,9137,3,3,3,3
91403,C16891403,C168,9140,3,1,1,1
91703,C16891703,C168,9170,3,3,3,3
91743,C16891743,C168,9174,3,3,3,3
91813,C16891813,C168,9181,3,3,3,3
91823,C16891823,C168,9182,3,3,3,3
91833,C16891833,C168,9183,3,3,3,3
91843,C16891843,C168,9184,3,3,3,3
91853,C16891853,C168,9185,3,3,3,3
91863,C16891863,C168,9186,3,3,3,3
91873,C16891873,C168,9187,3,3,3,3
91923,C16891923,C168,9192,3,3,3,3
91933,C16891933,C168,9193,3,3,3,3
91943,C16891943,C168,9194,3,3,3,3
91953,C16891953,C168,9195,3,3,3,3
92213,C16892213,C168,9221,3,3,3,3
92223,C16892223,C168,9222,3,3,3,3
92303,C16892303,C168,9230,3,3,3,3
92423,C16892423,C168,9242,3,3,3,3
92433,C16892433,C168,9243,3,3,3,3
92503,C16892503,C168,9250,3,3,3,3
92523,C16892523,C168,9252,3,3,3,3
92613,C16892613,C168,9261,3,3,3,3
92703,C16892703,C168,9270,3,3,3,3
92903,C16892903,C168,9290,3,3,3,3
93023,C16893023,C168,9302,3,3,3,3
93103,C16893103,C168,9310,3,3,3,3
93303,C16893303,C168,9330,3,3,3,3
93413,C16893413,C168,9341,3,3,3,3
93423,C16893423,C168,9342,3,3,3,3
93623,C16893623,C168,9362,3,3,3,3
93653,C16893653,C168,9365,3,3,3,3
93703,C16893703,C168,9370,3,3,3,3
93713,C16893713,C168,9371,3,3,3,3
93723,C16893723,C168,9372,3,3,3,3
93803,C16893803,C168,9380,3,3,3,3
93813,C16893813,C168,9381,3,3,3,3
93823,C16893823,C168,9382,3,3,3,3
93853,C16893853,C168,9385,3,3,3,3
93903,C16893903,C168,9390,3,3,3,3
93913,C16893913,C168,9391,3,3,3,3
93923,C16893923,C168,9392,3,3,3,3
93933,C16893933,C168,9393,3,3,3,3
93953,C16893953,C168,9395,3,3,3,3
93963,C16893963,C168,9396,3,3,3,3
94003,C16894003,C168,9400,3,3,3,3
94013,C16894013,C168,9401,3,3,3,3
94103,C16894103,C168,9410,3,3,3,3
94113,C16894113,C168,9411,3,3,3,3
94203,C16894203,C168,9420,3,3,3,3
94213,C16894213,C168,9421,3,3,3,3
94233,C16894233,C168,9423,3,3,3,3
94243,C16894243,C168,9424,3,3,3,3
94253,C16894253,C168,9425,3,3,3,3
94303,C16894303,C168,9430,3,3,3,3
