Key,FullKey,C_Site,Hist,Behavior,CPC2024B,CPC2025B,CPC2026A
81403,C47681403,C476,8140,3,3,3,3
81413,C47681413,C476,8141,3,3,3,3
81423,C47681423,C476,8142,3,3,3,3
81432,C47681432,C476,8143,2,3,3,3
81433,C47681433,C476,8143,3,3,3,3
81442,C47681442,C476,8144,2,3,3,3
81443,C47681443,C476,8144,3,3,3,3
81452,C47681452,C476,8145,2,3,3,3
81453,C47681453,C476,8145,3,3,3,3
81463,C47681463,C476,8146,3,3,3,3
81472,C47681472,C476,8147,2,3,3,3
81473,C47681473,C476,8147,3,3,3,3
81482,C47681482,C476,8148,2,3,3,3
81483,C47681483,C476,8148,3,3,3,3
81493,C47681493,C476,8149,3,3,3,3
81503,C47681503,C476,8150,3,3,3,3
81513,C47681513,C476,8151,3,3,3,3
81523,C47681523,C476,8152,3,3,3,3
81533,C47681533,C476,8153,3,3,3,3
81542,C47681542,C476,8154,2,3,3,3
81543,C47681543,C476,8154,3,3,3,3
81553,C47681553,C476,8155,3,3,3,3
81563,C47681563,C476,8156,3,3,3,3
81573,C47681573,C476,8157,3,3,3,3
81583,C47681583,C476,8158,3,3,3,3
81602,C47681602,C476,8160,2,3,3,3
81603,C47681603,C476,8160,3,3,3,3
81613,C47681613,C476,8161,3,3,3,3
81622,C47681622,C476,8162,2,3,3,3
81623,C47681623,C476,8162,3,3,3,3
81632,C47681632,C476,8163,2,3,3,3
81633,C47681633,C476,8163,3,3,3,3
81702,C47681702,C476,8170,2,3,3,3
81703,C47681703,C476,8170,3,3,3,3
81713,C47681713,C476,8171,3,3,3,3
81723,C47681723,C476,8172,3,3,3,3
81733,C47681733,C476,8173,3,3,3,3
81743,C47681743,C476,8174,3,3,3,3
81753,C47681753,C476,8175,3,3,3,3
81802,C47681802,C476,8180,2,3,3,3
81803,C47681803,C476,8180,3,3,3,3
81903,C47681903,C476,8190,3,3,3,3
82002,C47682002,C476,8200,2,3,3,3
82003,C47682003,C476,8200,3,3,3,3
82012,C47682012,C476,8201,2,3,3,3
82013,C47682013,C476,8201,3,3,3,3
82102,C47682102,C476,8210,2,3,3,3
82103,C47682103,C476,8210,3,3,3,3
82112,C47682112,C476,8211,2,3,3,3
82113,C47682113,C476,8211,3,3,3,3
82122,C47682122,C476,8212,2,3,3,3
82123,C47682123,C476,8212,3,3,3,3
82132,C47682132,C476,8213,2,3,3,3
82133,C47682133,C476,8213,3,3,3,3
82143,C47682143,C476,8214,3,3,3,3
82152,C47682152,C476,8215,2,3,3,3
82153,C47682153,C476,8215,3,3,3,3
82202,C47682202,C476,8220,2,3,3,3
82203,C47682203,C476,8220,3,3,3,3
82212,C47682212,C476,8221,2,3,3,3
82213,C47682213,C476,8221,3,3,3,3
82302,C47682302,C476,8230,2,3,3,3
82303,C47682303,C476,8230,3,3,3,3
82312,C47682312,C476,8231,2,3,3,3
82313,C47682313,C476,8231,3,3,3,3
82402,C47682402,C476,8240,2,3,3,3
82403,C47682403,C476,8240,3,3,3,3
82413,C47682413,C476,8241,3,3,3,3
82423,C47682423,C476,8242,3,3,3,3
82432,C47682432,C476,8243,2,3,3,3
82433,C47682433,C476,8243,3,3,3,3
82442,C47682442,C476,8244,2,3,3,3
82443,C47682443,C476,8244,3,3,3,3
82452,C47682452,C476,8245,2,3,3,3
82453,C47682453,C476,8245,3,3,3,3
82462,C47682462,C476,8246,2,3,3,3
82463,C47682463,C476,8246,3,3,3,3
82473,C47682473,C476,8247,3,3,3,3
82483,C47682483,C476,8248,3,3,3,3
82492,C47682492,C476,8249,2,3,3,3
82493,C47682493,C476,8249,3,3,3,3
82502,C47682502,C476,8250,2,3,3,3
82503,C47682503,C476,8250,3,3,3,3
82513,C47682513,C476,8251,3,3,3,3
82522,C47682522,C476,8252,2,3,3,3
82523,C47682523,C476,8252,3,3,3,3
82532,C47682532,C476,8253,2,3,3,3
82533,C47682533,C476,8253,3,3,3,3
82542,C47682542,C476,8254,2,3,3,3
82543,C47682543,C476,8254,3,3,3,3
82552,C47682552,C476,8255,2,3,3,3
82553,C47682553,C476,8255,3,3,3,3
82562,C47682562,C476,8256,2,3,3,3
82563,C47682563,C476,8256,3,3,3,3
82573,C47682573,C476,8257,3,3,3,3
82602,C47682602,C476,8260,2,3,3,3
82603,C47682603,C476,8260,3,3,3,3
82612,C47682612,C476,8261,2,3,3,3
82613,C47682613,C476,8261,3,3,3,3
82622,C47682622,C476,8262,2,3,3,3
82623,C47682623,C476,8262,3,3,3,3
82632,C47682632,C476,8263,2,3,3,3
82633,C47682633,C476,8263,3,3,3,3
82653,C47682653,C476,8265,3,3,3,3
82703,C47682703,C476,8270,3,3,3,3
82713,C47682713,C476,8271,3,3,3,3
82722,C47682722,C476,8272,2,3,3,3
82723,C47682723,C476,8272,3,3,3,3
82733,C47682733,C476,8273,3,3,3,3
82803,C47682803,C476,8280,3,3,3,3
82813,C47682813,C476,8281,3,3,3,3
82902,C47682902,C476,8290,2,3,3,3
82903,C47682903,C476,8290,3,3,3,3
83003,C47683003,C476,8300,3,3,3,3
83102,C47683102,C476,8310,2,3,3,3
83103,C47683103,C476,8310,3,3,3,3
83113,C47683113,C476,8311,3,3,3,3
83122,C47683122,C476,8312,2,3,3,3
83123,C47683123,C476,8312,3,3,3,3
83133,C47683133,C476,8313,3,3,3,3
83143,C47683143,C476,8314,3,3,3,3
83153,C47683153,C476,8315,3,3,3,3
83162,C47683162,C476,8316,2,3,3,3
83163,C47683163,C476,8316,3,3,3,3
83173,C47683173,C476,8317,3,3,3,3
83183,C47683183,C476,8318,3,3,3,3
83192,C47683192,C476,8319,2,3,3,3
83193,C47683193,C476,8319,3,3,3,3
83202,C47683202,C476,8320,2,3,3,3
83203,C47683203,C476,8320,3,3,3,3
83222,C47683222,C476,8322,2,3,3,3
83223,C47683223,C476,8322,3,3,3,3
83232,C47683232,C476,8323,2,3,3,3
83233,C47683233,C476,8323,3,3,3,3
83253,C47683253,C476,8325,3,3,3,3
83302,C47683302,C476,8330,2,3,3,3
83303,C47683303,C476,8330,3,3,3,3
83313,C47683313,C476,8331,3,3,3,3
83323,C47683323,C476,8332,3,3,3,3
83333,C47683333,C476,8333,3,3,3,3
83353,C47683353,C476,8335,3,3,3,3
83373,C47683373,C476,8337,3,3,3,3
83393,C47683393,C476,8339,3,3,3,3
83402,C47683402,C476,8340,2,3,3,3
83403,C47683403,C476,8340,3,3,3,3
83413,C47683413,C476,8341,3,3,3,3
83422,C47683422,C476,8342,2,3,3,3
83423,C47683423,C476,8342,3,3,3,3
83432,C47683432,C476,8343,2,3,3,3
83433,C47683433,C476,8343,3,3,3,3
83442,C47683442,C476,8344,2,3,3,3
83443,C47683443,C476,8344,3,3,3,3
83453,C47683453,C476,8345,3,3,3,3
83463,C47683463,C476,8346,3,3,3,3
83473,C47683473,C476,8347,3,3,3,3
83503,C47683503,C476,8350,3,3,3,3
83603,C47683603,C476,8360,3,3,3,3
83613,C47683613,C476,8361,3,3,3,3
83703,C47683703,C476,8370,3,3,3,3
83733,C47683733,C476,8373,3,3,3,3
83802,C47683802,C476,8380,2,3,3,3
83803,C47683803,C476,8380,3,3,3,3
83812,C47683812,C476,8381,2,3,3,3
83813,C47683813,C476,8381,3,3,3,3
83822,C47683822,C476,8382,2,3,3,3
83823,C47683823,C476,8382,3,3,3,3
83833,C47683833,C476,8383,3,3,3,3
83842,C47683842,C476,8384,2,3,3,3
83843,C47683843,C476,8384,3,3,3,3
83903,C47683903,C476,8390,3,3,3,3
84003,C47684003,C476,8400,3,3,3,3
84012,C47684012,C476,8401,2,3,3,3
84013,C47684013,C476,8401,3,3,3,3
84023,C47684023,C476,8402,3,3,3,3
84033,C47684033,C476,8403,3,3,3,3
84053,C47684053,C476,8405,3,3,3,3
84062,C47684062,C476,8406,2,3,3,3
84063,C47684063,C476,8406,3,3,3,3
84073,C47684073,C476,8407,3,3,3,3
84082,C47684082,C476,8408,2,3,3,3
84083,C47684083,C476,8408,3,3,3,3
84092,C47684092,C476,8409,2,3,3,3
84093,C47684093,C476,8409,3,3,3,3
84102,C47684102,C476,8410,2,3,3,3
84103,C47684103,C476,8410,3,3,3,3
84133,C47684133,C476,8413,3,3,3,3
84203,C47684203,C476,8420,3,3,3,3
84302,C47684302,C476,8430,2,3,3,3
84303,C47684303,C476,8430,3,3,3,3
84402,C47684402,C476,8440,2,3,3,3
84403,C47684403,C476,8440,3,3,3,3
84412,C47684412,C476,8441,2,3,3,3
84413,C47684413,C476,8441,3,3,3,3
84422,C47684422,C476,8442,2,3,3,3
84423,C47684423,C476,8442,3,3,3,3
84433,C47684433,C476,8443,3,3,3,3
84442,C47684442,C476,8444,2,3,3,3
84443,C47684443,C476,8444,3,3,3,3
84502,C47684502,C476,8450,2,3,3,3
84503,C47684503,C476,8450,3,3,3,3
84513,C47684513,C476,8451,3,3,3,3
84522,C47684522,C476,8452,2,3,3,3
84523,C47684523,C476,8452,3,3,3,3
84532,C47684532,C476,8453,2,3,3,3
84533,C47684533,C476,8453,3,3,3,3
84552,C47684552,C476,8455,2,3,3,3
84553,C47684553,C476,8455,3,3,3,3
84602,C47684602,C476,8460,2,3,3,3
84603,C47684603,C476,8460,3,3,3,3
84612,C47684612,C476,8461,2,3,3,3
84613,C47684613,C476,8461,3,3,3,3
84622,C47684622,C476,8462,2,3,3,3
84623,C47684623,C476,8462,3,3,3,3
84633,C47684633,C476,8463,3,3,3,3
84702,C47684702,C476,8470,2,3,3,3
84703,C47684703,C476,8470,3,3,3,3
84712,C47684712,C476,8471,2,3,3,3
84713,C47684713,C476,8471,3,3,3,3
84722,C47684722,C476,8472,2,3,3,3
84723,C47684723,C476,8472,3,3,3,3
84733,C47684733,C476,8473,3,3,3,3
84742,C47684742,C476,8474,2,3,3,3
84743,C47684743,C476,8474,3,3,3,3
84802,C47684802,C476,8480,2,3,3,3
84803,C47684803,C476,8480,3,3,3,3
84812,C47684812,C476,8481,2,3,3,3
84813,C47684813,C476,8481,3,3,3,3
84822,C47684822,C476,8482,2,3,3,3
84823,C47684823,C476,8482,3,3,3,3
84832,C47684832,C476,8483,2,3,3,3
84833,C47684833,C476,8483,3,3,3,3
84842,C47684842,C476,8484,2,3,3,3
84843,C47684843,C476,8484,3,3,3,3
84902,C47684902,C476,8490,2,3,3,3
84903,C47684903,C476,8490,3,3,3,3
85002,C47685002,C476,8500,2,3,3,3
85003,C47685003,C476,8500,3,3,3,3
85012,C47685012,C476,8501,2,3,3,3
85013,C47685013,C476,8501,3,3,3,3
85022,C47685022,C476,8502,2,3,3,3
85023,C47685023,C476,8502,3,3,3,3
85032,C47685032,C476,8503,2,3,3,3
85033,C47685033,C476,8503,3,3,3,3
85042,C47685042,C476,8504,2,3,3,3
85043,C47685043,C476,8504,3,3,3,3
85072,C47685072,C476,8507,2,3,3,3
85073,C47685073,C476,8507,3,3,3,3
85082,C47685082,C476,8508,2,3,3,3
85083,C47685083,C476,8508,3,3,3,3
85092,C47685092,C476,8509,2,3,3,3
85093,C47685093,C476,8509,3,3,3,3
85102,C47685102,C476,8510,2,3,3,3
85103,C47685103,C476,8510,3,3,3,3
85123,C47685123,C476,8512,3,3,3,3
85133,C47685133,C476,8513,3,3,3,3
85142,C47685142,C476,8514,2,3,3,3
85143,C47685143,C476,8514,3,3,3,3
85192,C47685192,C476,8519,2,3,3,3
85202,C47685202,C476,8520,2,3,3,3
85203,C47685203,C476,8520,3,3,3,3
85212,C47685212,C476,8521,2,3,3,3
85213,C47685213,C476,8521,3,3,3,3
85222,C47685222,C476,8522,2,3,3,3
85223,C47685223,C476,8522,3,3,3,3
85232,C47685232,C476,8523,2,3,3,3
85233,C47685233,C476,8523,3,3,3,3
85242,C47685242,C476,8524,2,3,3,3
85243,C47685243,C476,8524,3,3,3,3
85252,C47685252,C476,8525,2,3,3,3
85253,C47685253,C476,8525,3,3,3,3
85303,C47685303,C476,8530,3,3,3,3
85402,C47685402,C476,8540,2,3,3,3
85403,C47685403,C476,8540,3,3,3,3
85413,C47685413,C476,8541,3,3,3,3
85422,C47685422,C476,8542,2,3,3,3
85423,C47685423,C476,8542,3,3,3,3
85432,C47685432,C476,8543,2,3,3,3
85433,C47685433,C476,8543,3,3,3,3
85502,C47685502,C476,8550,2,3,3,3
85503,C47685503,C476,8550,3,3,3,3
85512,C47685512,C476,8551,2,3,3,3
85513,C47685513,C476,8551,3,3,3,3
85523,C47685523,C476,8552,3,3,3,3
85602,C47685602,C476,8560,2,3,3,3
85603,C47685603,C476,8560,3,3,3,3
85612,C47685612,C476,8561,2,3,3,3
85613,C47685613,C476,8561,3,3,3,3
85622,C47685622,C476,8562,2,3,3,3
85623,C47685623,C476,8562,3,3,3,3
85702,C47685702,C476,8570,2,3,3,3
85703,C47685703,C476,8570,3,3,3,3
85713,C47685713,C476,8571,3,3,3,3
85723,C47685723,C476,8572,3,3,3,3
85732,C47685732,C476,8573,2,3,3,3
85733,C47685733,C476,8573,3,3,3,3
85742,C47685742,C476,8574,2,3,3,3
85743,C47685743,C476,8574,3,3,3,3
85752,C47685752,C476,8575,2,3,3,3
85753,C47685753,C476,8575,3,3,3,3
85763,C47685763,C476,8576,3,3,3,3
85802,C47685802,C476,8580,2,3,3,3
85803,C47685803,C476,8580,3,3,3,3
85812,C47685812,C476,8581,2,3,3,3
85813,C47685813,C476,8581,3,3,3,3
85822,C47685822,C476,8582,2,3,3,3
85823,C47685823,C476,8582,3,3,3,3
85833,C47685833,C476,8583,3,3,3,3
85842,C47685842,C476,8584,2,3,3,3
85843,C47685843,C476,8584,3,3,3,3
85853,C47685853,C476,8585,3,3,3,3
85863,C47685863,C476,8586,3,3,3,3
85883,C47685883,C476,8588,3,3,3,3
85893,C47685893,C476,8589,3,3,3,3
85903,C47685903,C476,8590,3,3,3,3
85913,C47685913,C476,8591,3,3,3,3
85923,C47685923,C476,8592,3,3,3,3
85933,C47685933,C476,8593,3,3,3,3
86003,C47686003,C476,8600,3,3,3,3
86103,C47686103,C476,8610,3,3,3,3
86202,C47686202,C476,8620,2,3,3,3
86203,C47686203,C476,8620,3,3,3,3
86213,C47686213,C476,8621,3,3,3,3
86223,C47686223,C476,8622,3,3,3,3
86233,C47686233,C476,8623,3,3,3,3
86303,C47686303,C476,8630,3,3,3,3
86312,C47686312,C476,8631,2,3,3,3
86313,C47686313,C476,8631,3,3,3,3
86322,C47686322,C476,8632,2,3,3,3
86323,C47686323,C476,8632,3,3,3,3
86333,C47686333,C476,8633,3,3,3,3
86343,C47686343,C476,8634,3,3,3,3
86402,C47686402,C476,8640,2,3,3,3
86403,C47686403,C476,8640,3,3,3,3
86423,C47686423,C476,8642,3,3,3,3
86502,C47686502,C476,8650,2,3,3,3
86503,C47686503,C476,8650,3,3,3,3
86702,C47686702,C476,8670,2,3,3,3
86703,C47686703,C476,8670,3,3,3,3
86803,C47686803,C476,8680,3,1,1,1
86813,C47686813,C476,8681,3,9,1,1
86823,C47686823,C476,8682,3,9,1,1
86903,C47686903,C476,8690,3,9,1,1
86913,C47686913,C476,8691,3,9,1,1
86923,C47686923,C476,8692,3,9,1,1
86933,C47686933,C476,8693,3,1,1,1
87103,C47687103,C476,8710,3,9,3,3
87202,C47687202,C476,8720,2,3,3,3
87203,C47687203,C476,8720,3,3,2,2
87212,C47687212,C476,8721,2,3,3,3
87213,C47687213,C476,8721,3,3,2,2
87223,C47687223,C476,8722,3,3,2,2
87232,C47687232,C476,8723,2,3,3,3
87233,C47687233,C476,8723,3,3,2,2
87283,C47687283,C476,8728,3,3,3,3
87303,C47687303,C476,8730,3,3,2,2
87402,C47687402,C476,8740,2,3,3,3
87403,C47687403,C476,8740,3,3,3,3
87412,C47687412,C476,8741,2,3,3,3
87413,C47687413,C476,8741,3,3,3,3
87422,C47687422,C476,8742,2,3,3,3
87423,C47687423,C476,8742,3,3,3,3
87432,C47687432,C476,8743,2,3,3,3
87433,C47687433,C476,8743,3,3,3,3
87442,C47687442,C476,8744,2,3,3,3
87443,C47687443,C476,8744,3,3,3,3
87453,C47687453,C476,8745,3,3,2,2
87462,C47687462,C476,8746,2,3,3,3
87463,C47687463,C476,8746,3,3,3,3
87612,C47687612,C476,8761,2,3,3,3
87613,C47687613,C476,8761,3,3,3,3
87703,C47687703,C476,8770,3,3,3,3
87713,C47687713,C476,8771,3,3,2,2
87723,C47687723,C476,8772,3,3,2,2
87733,C47687733,C476,8773,3,3,2,2
87743,C47687743,C476,8774,3,3,2,2
87803,C47687803,C476,8780,3,3,3,3
88003,C47688003,C476,8800,3,1,2,2
88013,C47688013,C476,8801,3,1,2,2
88023,C47688023,C476,8802,3,1,2,2
88033,C47688033,C476,8803,3,1,2,2
88043,C47688043,C476,8804,3,1,2,2
88053,C47688053,C476,8805,3,1,2,2
88063,C47688063,C476,8806,3,1,2,2
88103,C47688103,C476,8810,3,1,2,2
88113,C47688113,C476,8811,3,1,2,2
88123,C47688123,C476,8812,3,9,3,3
88133,C47688133,C476,8813,3,1,3,3
88143,C47688143,C476,8814,3,1,2,2
88153,C47688153,C476,8815,3,1,2,2
88253,C47688253,C476,8825,3,1,3,3
88303,C47688303,C476,8830,3,3,3,3
88323,C47688323,C476,8832,3,1,3,3
88333,C47688333,C476,8833,3,1,3,3
88403,C47688403,C476,8840,3,1,2,2
88503,C47688503,C476,8850,3,1,2,2
88513,C47688513,C476,8851,3,1,2,2
88523,C47688523,C476,8852,3,1,2,2
88533,C47688533,C476,8853,3,1,3,3
88543,C47688543,C476,8854,3,1,2,2
88553,C47688553,C476,8855,3,1,3,3
88573,C47688573,C476,8857,3,1,3,3
88583,C47688583,C476,8858,3,1,2,2
88903,C47688903,C476,8890,3,1,2,2
88913,C47688913,C476,8891,3,1,2,2
88943,C47688943,C476,8894,3,1,3,3
88953,C47688953,C476,8895,3,1,3,3
88963,C47688963,C476,8896,3,1,2,2
89003,C47689003,C476,8900,3,1,2,2
89013,C47689013,C476,8901,3,1,2,2
89023,C47689023,C476,8902,3,1,3,3
89103,C47689103,C476,8910,3,1,2,2
89123,C47689123,C476,8912,3,1,2,2
89203,C47689203,C476,8920,3,1,2,2
89213,C47689213,C476,8921,3,1,2,2
89343,C47689343,C476,8934,3,9,3,3
89363,C47689363,C476,8936,3,9,3,3
89402,C47689402,C476,8940,2,3,3,3
89403,C47689403,C476,8940,3,3,2,2
89412,C47689412,C476,8941,2,3,3,3
89413,C47689413,C476,8941,3,3,3,3
89503,C47689503,C476,8950,3,1,3,3
89513,C47689513,C476,8951,3,1,2,2
89593,C47689593,C476,8959,3,9,3,3
89603,C47689603,C476,8960,3,9,3,3
89643,C47689643,C476,8964,3,9,3,3
89703,C47689703,C476,8970,3,9,3,3
89713,C47689713,C476,8971,3,9,3,3
89723,C47689723,C476,8972,3,9,3,3
89733,C47689733,C476,8973,3,9,3,3
89803,C47689803,C476,8980,3,9,3,3
89813,C47689813,C476,8981,3,9,3,3
89833,C47689833,C476,8983,3,9,3,3
89903,C47689903,C476,8990,3,1,2,2
89913,C47689913,C476,8991,3,1,3,3
90003,C47690003,C476,9000,3,9,3,3
90143,C47690143,C476,9014,3,9,3,3
90153,C47690153,C476,9015,3,9,3,3
90203,C47690203,C476,9020,3,9,3,3
90403,C47690403,C476,9040,3,1,1,1
90413,C47690413,C476,9041,3,1,1,1
90423,C47690423,C476,9042,3,1,2,2
90433,C47690433,C476,9043,3,1,1,1
90443,C47690443,C476,9044,3,1,2,2
90453,C47690453,C476,9045,3,9,3,3
90502,C47690502,C476,9050,2,9,3,3
90503,C47690503,C476,9050,3,9,3,3
90513,C47690513,C476,9051,3,9,3,3
90523,C47690523,C476,9052,3,9,3,3
90533,C47690533,C476,9053,3,9,3,3
90603,C47690603,C476,9060,3,9,3,3
90612,C47690612,C476,9061,2,9,3,3
90613,C47690613,C476,9061,3,9,3,3
90623,C47690623,C476,9062,3,9,3,3
90633,C47690633,C476,9063,3,9,3,3
90642,C47690642,C476,9064,2,9,3,3
90643,C47690643,C476,9064,3,9,3,3
90653,C47690653,C476,9065,3,9,3,3
90702,C47690702,C476,9070,2,9,3,3
90703,C47690703,C476,9070,3,9,3,3
90712,C47690712,C476,9071,2,9,3,3
90713,C47690713,C476,9071,3,9,3,3
90723,C47690723,C476,9072,3,9,3,3
90802,C47690802,C476,9080,2,9,3,3
90803,C47690803,C476,9080,3,1,3,3
90813,C47690813,C476,9081,3,1,3,3
90823,C47690823,C476,9082,3,1,3,3
90833,C47690833,C476,9083,3,1,3,3
90843,C47690843,C476,9084,3,1,3,3
90853,C47690853,C476,9085,3,1,3,3
90863,C47690863,C476,9086,3,9,3,3
90903,C47690903,C476,9090,3,9,3,3
91003,C47691003,C476,9100,3,9,3,3
91013,C47691013,C476,9101,3,9,3,3
91023,C47691023,C476,9102,3,9,3,3
91043,C47691043,C476,9104,3,9,3,3
91053,C47691053,C476,9105,3,9,3,3
91103,C47691103,C476,9110,3,9,3,3
91113,C47691113,C476,9111,3,9,3,3
91203,C47691203,C476,9120,3,1,2,2
91213,C47691213,C476,9121,3,9,3,3
91243,C47691243,C476,9124,3,9,3,3
91303,C47691303,C476,9130,3,1,3,3
91333,C47691333,C476,9133,3,1,2,2
91373,C47691373,C476,9137,3,9,3,3
91403,C47691403,C476,9140,3,1,2,2
91503,C47691503,C476,9150,3,3,3,3
91703,C47691703,C476,9170,3,1,3,3
91743,C47691743,C476,9174,3,9,3,3
91813,C47691813,C476,9181,3,9,3,3
91823,C47691823,C476,9182,3,9,3,3
91833,C47691833,C476,9183,3,9,3,3
91843,C47691843,C476,9184,3,9,3,3
91853,C47691853,C476,9185,3,9,3,3
91863,C47691863,C476,9186,3,9,3,3
91873,C47691873,C476,9187,3,9,3,3
91923,C47691923,C476,9192,3,9,3,3
91933,C47691933,C476,9193,3,9,3,3
91943,C47691943,C476,9194,3,9,3,3
91953,C47691953,C476,9195,3,9,3,3
92213,C47692213,C476,9221,3,9,3,3
92223,C47692223,C476,9222,3,9,3,3
92303,C47692303,C476,9230,3,9,3,3
92403,C47692403,C476,9240,3,1,2,2
92423,C47692423,C476,9242,3,1,3,3
92433,C47692433,C476,9243,3,1,3,3
92503,C47692503,C476,9250,3,9,3,3
92513,C47692513,C476,9251,3,1,3,3
92523,C47692523,C476,9252,3,1,3,3
92613,C47692613,C476,9261,3,9,3,3
92703,C47692703,C476,9270,3,9,3,3
92903,C47692903,C476,9290,3,9,3,3
93023,C47693023,C476,9302,3,9,3,3
93103,C47693103,C476,9310,3,9,3,3
93303,C47693303,C476,9330,3,9,3,3
93413,C47693413,C476,9341,3,9,3,3
93423,C47693423,C476,9342,3,9,3,3
93623,C47693623,C476,9362,3,9,3,3
93643,C47693643,C476,9364,3,1,2,2
93653,C47693653,C476,9365,3,1,3,3
93703,C47693703,C476,9370,3,1,2,2
93713,C47693713,C476,9371,3,1,2,2
93723,C47693723,C476,9372,3,1,2,2
93803,C47693803,C476,9380,3,9,3,3
93813,C47693813,C476,9381,3,9,3,3
93823,C47693823,C476,9382,3,9,3,3
93853,C47693853,C476,9385,3,9,3,3
93903,C47693903,C476,9390,3,9,3,3
93913,C47693913,C476,9391,3,9,3,3
93923,C47693923,C476,9392,3,9,3,3
93933,C47693933,C476,9393,3,9,3,3
93953,C47693953,C476,9395,3,9,3,3
93963,C47693963,C476,9396,3,9,3,3
94003,C47694003,C476,9400,3,9,3,3
94013,C47694013,C476,9401,3,9,3,3
94103,C47694103,C476,9410,3,9,3,3
94113,C47694113,C476,9411,3,9,3,3
94203,C47694203,C476,9420,3,9,3,3
94213,C47694213,C476,9421,3,9,3,3
94233,C47694233,C476,9423,3,9,3,3
94243,C47694243,C476,9424,3,9,3,3
94253,C47694253,C476,9425,3,9,3,3
94303,C47694303,C476,9430,3,9,3,3
94403,C47694403,C476,9440,3,3,3,3
94413,C47694413,C476,9441,3,3,3,3
94423,C47694423,C476,9442,3,3,3,3
94453,C47694453,C476,9445,3,9,3,3
94503,C47694503,C476,9450,3,9,3,3
94513,C47694513,C476,9451,3,9,3,3
94603,C47694603,C476,9460,3,9,3,3
94703,C47694703,C476,9470,3,9,3,3
94713,C47694713,C476,9471,3,9,3,3
94723,C47694723,C476,9472,3,9,3,3
94733,C47694733,C476,9473,3,9,3,3
94743,C47694743,C476,9474,3,9,3,3
94753,C47694753,C476,9475,3,9,3,3
94763,C47694763,C476,9476,3,9,3,3
94773,C47694773,C476,9477,3,9,3,3
94783,C47694783,C476,9478,3,9,3,3
94803,C47694803,C476,9480,3,9,3,3
94903,C47694903,C476,9490,3,1,1,1
95003,C47695003,C476,9500,3,1,1,1
95013,C47695013,C476,9501,3,1,3,3
95023,C47695023,C476,9502,3,1,3,3
95033,C47695033,C476,9503,3,1,2,2
95043,C47695043,C476,9504,3,1,3,3
95053,C47695053,C476,9505,3,1,3,3
95083,C47695083,C476,9508,3,9,3,3
95093,C47695093,C476,9509,3,9,3,3
95103,C47695103,C476,9510,3,9,3,3
95113,C47695113,C476,9511,3,9,3,3
95123,C47695123,C476,9512,3,9,3,3
95133,C47695133,C476,9513,3,9,3,3
95203,C47695203,C476,9520,3,9,3,3
95213,C47695213,C476,9521,3,9,3,3
95233,C47695233,C476,9523,3,9,3,3
95303,C47695303,C476,9530,3,9,3,3
95383,C47695383,C476,9538,3,9,3,3
95393,C47695393,C476,9539,3,9,3,3
95403,C47695403,C476,9540,3,1,1,1
95423,C47695423,C476,9542,3,1,1,1
95503,C47695503,C476,9550,3,9,3,3
95603,C47695603,C476,9560,3,1,3,3
95613,C47695613,C476,9561,3,1,3,3
95703,C47695703,C476,9570,3,9,3,3
95713,C47695713,C476,9571,3,1,1,1
95803,C47695803,C476,9580,3,1,1,1
95813,C47695813,C476,9581,3,1,2,2
95903,C47695903,C476,9590,3,1,1,1
95913,C47695913,C476,9591,3,1,1,1
95963,C47695963,C476,9596,3,1,1,1
96543,C47696543,C476,9654,3,1,1,1
96613,C47696613,C476,9661,3,1,1,1
96623,C47696623,C476,9662,3,1,1,1
96643,C47696643,C476,9664,3,1,1,1
96653,C47696653,C476,9665,3,1,1,1
96673,C47696673,C476,9667,3,1,1,1
96703,C47696703,C476,9670,3,1,1,1
96713,C47696713,C476,9671,3,1,1,1
96733,C47696733,C476,9673,3,1,1,1
96753,C47696753,C476,9675,3,1,1,1
96793,C47696793,C476,9679,3,3,3,3
96803,C47696803,C476,9680,3,1,1,1
96843,C47696843,C476,9684,3,1,1,1
96873,C47696873,C476,9687,3,1,1,1
96893,C47696893,C476,9689,3,3,3,3
96903,C47696903,C476,9690,3,1,1,1
96913,C47696913,C476,9691,3,1,1,1
96953,C47696953,C476,9695,3,1,1,1
96983,C47696983,C476,9698,3,1,1,1
96993,C47696993,C476,9699,3,1,1,1
97023,C47697023,C476,9702,3,1,1,1
97053,C47697053,C476,9705,3,1,1,1
97123,C47697123,C476,9712,3,1,1,1
97143,C47697143,C476,9714,3,1,1,1
97153,C47697153,C476,9715,3,1,1,1
97163,C47697163,C476,9716,3,3,3,3
97243,C47697243,C476,9724,3,1,1,1
97273,C47697273,C476,9727,3,1,1,1
97283,C47697283,C476,9728,3,1,1,1
97293,C47697293,C476,9729,3,1,1,1
97313,C47697313,C476,9731,3,3,3,3
97323,C47697323,C476,9732,3,3,3,3
97343,C47697343,C476,9734,3,1,1,1
97353,C47697353,C476,9735,3,1,1,1
97373,C47697373,C476,9737,3,1,1,1
97383,C47697383,C476,9738,3,1,1,1
97403,C47697403,C476,9740,3,1,1,1
97413,C47697413,C476,9741,3,3,3,3
97423,C47697423,C476,9742,3,3,3,3
97493,C47697493,C476,9749,3,1,1,1
97503,C47697503,C476,9750,3,1,1,1
97543,C47697543,C476,9754,3,1,1,1
97553,C47697553,C476,9755,3,1,1,1
97563,C47697563,C476,9756,3,1,1,1
